stock_code,week_end,action_signal,mtf_regime,market_regime,structural_regime,position,position_start,turnover,cost,weekly_return,effective_return,return_missing,pnl
00371,2021-01-01,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,0.013574660633484337,0.013574660633484337,False,0.006787330316742168
00371,2021-01-08,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,0.03125,0.03125,False,0.015625
00371,2021-01-15,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,0.04761904761904767,0.04761904761904767,False,0.023809523809523836
00371,2021-01-22,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,-0.008264462809917328,-0.008264462809917328,False,-0.004132231404958664
00371,2021-01-29,REDUCE,BULLISH_WARNING,risk_off,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,-0.050000000000000044,-0.050000000000000044,False,-0.025000000000000022
00371,2021-02-05,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,-0.004385964912280604,-0.004385964912280604,False,-0.002192982456140302
00371,2021-02-12,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,0.0,0.0,False,0.0
00371,2021-02-19,HOLD,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.5,0.5,0.0,0.0,-0.00440528634361248,-0.00440528634361248,False,-0.00220264317180624
00371,2021-02-26,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.75,0.75,0.25,0.000875,-0.030973451327433565,-0.030973451327433565,False,-0.024105088495575175
00371,2021-03-05,REDUCE,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.2,0.2,0.55,0.002623500000000001,-0.0091324200913242,-0.0091324200913242,False,-0.004449984018264841
00371,2021-03-12,REDUCE,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.018433179723502224,0.018433179723502224,False,0.003686635944700445
00371,2021-03-19,REDUCE,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.02714932126696845,0.02714932126696845,False,0.005429864253393691
00371,2021-03-26,REDUCE,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.03083700440528625,-0.03083700440528625,False,-0.0061674008810572506
00371,2021-04-02,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.059090909090909194,-0.059090909090909194,False,-0.011818181818181839
00371,2021-04-09,REDUCE,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.01449275362318847,0.01449275362318847,False,0.002898550724637694
00371,2021-04-16,REDUCE,BULLISH_STABLE,neutral,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.05714285714285716,0.05714285714285716,False,0.011428571428571434
00371,2021-04-23,REDUCE,BULLISH_STABLE,neutral,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.0,0.0,False,0.0
00371,2021-04-30,EXIT,BULLISH_STABLE,neutral,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.05855855855855874,-0.05855855855855874,False,-0.011711711711711748
00371,2021-05-07,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.0,0.0,0.2,0.0009540000000000002,0.009569377990430672,0.009569377990430672,False,-0.0009540000000000002
00371,2021-05-14,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.2,0.2,0.2,0.0007000000000000001,0.0,0.0,False,-0.0007000000000000001
00371,2021-05-21,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.042654028436019065,0.042654028436019065,False,0.008530805687203814
00371,2021-05-28,REDUCE,BULLISH_STABLE,neutral,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.009090909090909038,0.009090909090909038,False,0.0018181818181818078
00371,2021-06-04,REDUCE,BULLISH_STABLE,neutral,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.018018018018018056,-0.018018018018018056,False,-0.0036036036036036115
00371,2021-06-11,REDUCE,BULLISH_STABLE,neutral,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.004587155963302614,0.004587155963302614,False,0.0009174311926605228
00371,2021-06-18,REDUCE,BULLISH_STABLE,neutral,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.013698630136986245,-0.013698630136986245,False,-0.002739726027397249
00371,2021-06-25,REDUCE,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.02777777777777779,-0.02777777777777779,False,-0.005555555555555558
00371,2021-07-02,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.028571428571428692,0.028571428571428692,False,0.005714285714285739
00371,2021-07-09,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.004629629629629761,-0.004629629629629761,False,-0.0009259259259259523
00371,2021-07-16,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,0.023255813953488413,0.023255813953488413,False,0.004651162790697683
00371,2021-07-23,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.022727272727272818,-0.022727272727272818,False,-0.0045454545454545634
00371,2021-07-30,EXIT,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.04651162790697683,-0.04651162790697683,False,-0.009302325581395366
00371,2021-08-06,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.0,0.0,0.2,0.0009540000000000002,0.029268292682926855,0.029268292682926855,False,-0.0009540000000000002
00371,2021-08-13,REDUCE,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.2,0.2,0.2,0.0007000000000000001,0.08530805687203791,0.08530805687203791,False,0.016361611374407583
00371,2021-08-20,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.2,0.2,0.0,0.0,-0.03493449781659397,-0.03493449781659397,False,-0.006986899563318794
00371,2021-08-27,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.75,0.75,0.55,0.0019250000000000003,0.02714932126696845,0.02714932126696845,False,0.01843699095022634
00371,2021-09-03,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.75,0.75,0.0,0.0,0.11013215859030834,0.11013215859030834,False,0.08259911894273125
00371,2021-09-10,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.75,0.75,0.0,0.0,-0.02777777777777768,-0.02777777777777768,False,-0.02083333333333326
00371,2021-09-17,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.75,0.75,0.0,0.0,-0.06938775510204098,-0.06938775510204098,False,-0.05204081632653074
00371,2021-09-24,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.75,0.75,0.0,0.0,0.026315789473684292,0.026315789473684292,False,0.01973684210526322
00371,2021-10-01,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.75,0.75,0.0,0.0,0.00427350427350448,0.00427350427350448,False,0.0032051282051283603
00371,2021-10-08,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.5,0.5,0.25,0.0011925000000000002,0.11063829787234036,0.11063829787234036,False,0.05412664893617018
00371,2021-10-15,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.5,0.5,0.0,0.0,-0.07279693486590033,-0.07279693486590033,False,-0.036398467432950166
00371,2021-10-22,HOLD,BULLISH_STABLE,neutral,STRUCTURAL_ACCUMULATION,0.5,0.5,0.0,0.0,-0.008264462809917328,-0.008264462809917328,False,-0.004132231404958664
