stock_code,week_end,action_signal,mtf_regime,market_regime,structural_regime,position,position_start,turnover,cost,weekly_return,effective_return,return_missing,pnl
00354,2021-01-01,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.5,0.00175,0.11185086551264978,0.11185086551264978,False,0.05417543275632489
00354,2021-01-08,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,-0.06826347305389213,-0.06826347305389213,False,-0.034131736526946066
00354,2021-01-15,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,0.02699228791773778,0.02699228791773778,False,0.01349614395886889
00354,2021-01-22,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,0.244055068836045,0.244055068836045,False,0.1220275344180225
00354,2021-01-29,REDUCE,BULLISH_WARNING,risk_off,STRUCTURAL_DIVERGENCE,0.5,0.5,0.0,0.0,-0.0804828973843057,-0.0804828973843057,False,-0.04024144869215285
00354,2021-02-05,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.2,0.2,0.3,0.0014310000000000002,0.060175054704595166,0.060175054704595166,False,0.010604010940919034
00354,2021-02-12,REDUCE,BULLISH_WARNING,risk_on,STRUCTURAL_DIVERGENCE,0.5,0.5,0.3,0.00105,-0.003095975232198067,-0.003095975232198067,False,-0.0025979876160990333
00354,2021-02-19,HOLD,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.5,0.5,0.0,0.0,0.0031055900621117516,0.0031055900621117516,False,0.0015527950310558758
00354,2021-02-26,HOLD,BULLISH_STABLE,risk_off,STRUCTURAL_ACCUMULATION,0.75,0.75,0.25,0.000875,-0.1816305469556243,-0.1816305469556243,False,-0.13709791021671822
00354,2021-03-05,HOLD,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.75,0.75,0.0,0.0,-0.045397225725094525,-0.045397225725094525,False,-0.034047919293820894
00354,2021-03-12,REDUCE,BULLISH_STABLE,risk_on,STRUCTURAL_ACCUMULATION,0.75,0.75,0.0,0.0,-0.036988110964332965,-0.036988110964332965,False,-0.027741083223249724
