week_end,n_selected,portfolio_return,turnover,equity
2021-09-24,3,-0.02990591,0.002756666666666667,1.3814498136214897
2021-10-01,3,-0.02217117,0.002756666666666667,1.3508214549572193
2021-10-08,3,0.02761347,0.005513333333333334,1.3881223226790367
2021-10-15,3,-0.00923416,0.006202500000000001,1.3753041790518468
2021-10-22,3,0.00671241,0.005513333333333334,1.3845357845763562
2021-10-29,3,-0.05939989,0.002756666666666667,1.302294511271457
2021-11-05,3,-0.03349511,0.0,1.2586740133640233
2021-11-12,3,0.02476772,0.005513333333333334,1.2898484988982997
2021-11-19,3,0.01179796,0.0027566666666666672,1.3050660798943619
2021-11-26,3,-0.06651372,0.005513333333333334,1.2182612800747707
2021-12-03,3,-0.04002918,0.003150476190476191,1.1694952800076273
2021-12-10,3,-0.0282957,0.0,1.1364035924131155
2021-12-17,3,-0.02698729,0.008270000000000001,1.105735139107621
2021-12-24,3,0.0053069,0.006202500000000001,1.111603164917351
2021-12-31,3,0.01706591,0.0035442857142857147,1.1305736844855456
2022-01-07,3,-0.06836238,0.0035442857142857147,1.0532849766487447
2022-01-14,3,-0.0099552,0.005168750000000001,1.0427993140492111
2022-01-21,3,-0.01440628,0.006202500000000001,1.0277764551472102
2022-01-28,3,-0.08641802,0.006202500000000001,0.9389580488907695
2022-02-04,3,0.01440027,0.005168750000000001,0.9524792983134699
2022-02-11,3,0.0448667,0.0035442857142857147,0.9952139012471108
2022-02-18,3,-0.00973182,0.002756666666666667,0.9855286586986762
2022-02-25,3,-0.06140453,0.008270000000000001,0.9250127346097536
2022-03-04,3,-0.0476186,0.008270000000000001,0.8809649232054657
2022-03-11,3,-0.12883252,0.0035442857142857147,0.7674679921172991
2022-03-18,3,0.00161369,0.006202500000000001,0.7687064475414987
2022-03-25,3,-0.02795211,0.0031012500000000007,0.7472194803621096
2022-04-01,3,-0.07567705,0.0031012500000000007,0.6906721143857723
2022-04-08,3,-0.02249858,0.0031012500000000007,0.6751329725664947
2022-04-15,3,-0.02854457,0.006202500000000001,0.6558615921717623
2022-04-22,3,-0.0713919,0.0031012500000000007,0.6090383869695951
2022-04-29,3,0.04142362,0.0020675000000000003,0.6342669616768366
2022-05-06,3,-0.08904139,0.005168750000000001,0.5777909497780543
2022-05-13,3,-0.01042552,0.0035442857142857147,0.5717671786753242
2022-05-20,3,0.05349874,0.0035442857142857147,0.602356002307809
2022-05-27,3,-0.02123775,0.006202500000000001,0.5895633161197963
2022-06-03,3,0.04726402,0.005168750000000001,0.6174284484841487
2022-06-10,3,0.05631218,0.005168750000000001,0.6521971904123087
2022-06-17,3,-0.09011293,0.0031012500000000007,0.5934257906464877
2022-06-24,3,0.06049382,0.002362857142857143,0.629324383609214
2022-07-01,3,0.00308781,0.005168750000000001,0.6312676177341664
2022-07-08,3,-0.02221459,0.0031012500000000007,0.6172442664259251
2022-07-15,3,-0.05633553,0.0035442857142857147,0.5824714835373594
2022-07-22,3,0.02227812,0.006202500000000001,0.5954478531441827
2022-07-29,3,-0.06546404,0.006202500000000001,0.5564674310680379
2022-08-05,3,-0.02782329,0.005907142857142857,0.5409846763578768
2022-08-12,3,0.0091222,0.005513333333333334,0.5459196467725487
2022-08-19,3,-0.00107992,0.0,0.5453300972276061
2022-08-26,3,-0.02177156,0.005513333333333334,0.5334574102960093
2022-09-02,3,-0.06922983,0.005513333333333334,0.49652624446897636
2022-09-09,3,-0.04862923,0.005907142857142857,0.4723805555256583
2022-09-16,3,-0.05334296,0.0031012500000000007,0.44718237844747527
2022-09-23,3,-0.08406777,0.006202500000000001,0.40958875310809995
2022-09-30,3,-0.06457259,0.006202500000000001,0.38314054648503937
2022-10-07,3,-0.00252979,0.005168750000000001,0.382171281361947
2022-10-14,3,0.02789633,0.008270000000000001,0.3928324575433427
2022-10-21,3,0.00418908,0.005907142857142857,0.3944780641345883
2022-10-28,3,-0.04396543,0.005907142857142857,0.37713466641934357
2022-11-04,3,0.10195069,0.005907142857142857,0.41558380588371546
2022-11-11,3,0.09439019,0.006202500000000001,0.45481084028200247
2022-11-18,3,0.04729474,0.0020675000000000003,0.47632100072232125
2022-11-25,3,-0.04493801,0.005168750000000001,0.4549160828286516
2022-12-02,3,0.10373611,0.005168750000000001,0.5021073076377337
2022-12-09,3,0.09180396,0.0,0.5482027468238159
2022-12-16,3,-0.01396114,0.005168750000000001,0.540549211527024
2022-12-23,3,-0.01942988,0.005168750000000001,0.5300464052129592
2022-12-30,3,0.00732552,0.006202500000000001,0.5339292707552749
2023-01-06,3,0.04589446,0.0031012500000000007,0.558433666314782
2023-01-13,3,0.02325394,0.0027566666666666672,0.5714194492852459
2023-01-20,3,0.03703656,0.002756666666666667,0.5925828600038658
2023-01-27,3,0.03597717,0.002756666666666667,0.6139023142973111
2023-02-03,3,-0.04173805,0.005513333333333334,0.5882792288080543
2023-02-10,3,-0.08399484,0.005513333333333334,0.5388668091089983
2023-02-17,3,-0.02697454,0.005513333333333334,0.5243311248120153
2023-02-24,3,-0.01431877,0.005513333333333334,0.5168233480319907
2023-03-03,3,0.01835119,0.005513333333333334,0.5263076714881618
2023-03-10,3,-0.11876995,0.005168750000000001,0.4637981356608964
2023-03-17,3,0.03666962,0.0020675000000000003,0.48080543705228995
2023-03-24,3,0.04053508,0.005168750000000001,0.5002949239076394
2023-03-31,3,-0.0229994,0.0031012500000000007,0.48878844083471806
2023-04-07,3,0.03099129,0.0035442857142857147,0.5039366251532746
2023-04-14,3,-0.02256476,0.0,0.4925654161514811
2023-04-21,3,-0.03449536,0.005513333333333334,0.47557419479778595
2023-04-28,3,0.02220019,0.005513333333333334,0.4861320322813938
2023-05-05,3,-0.00742984,0.005168750000000001,0.4825201490626682
2023-05-12,3,-0.0751699,0.006202500000000001,0.44624915770964235
2023-05-19,3,-0.01359761,0.005513333333333334,0.4401812357002781
2023-05-26,3,-0.04015735,0.002756666666666667,0.42250472375482956
2023-06-02,3,0.03833632,0.002756666666666667,0.4387020000462063
2023-06-09,3,-0.02475114,0.002756666666666667,0.42784362542478266
2023-06-16,3,0.04497425,0.002756666666666667,0.44708557159554324
2023-06-23,3,-0.06786889,0.002756666666666667,0.4167423701163382
2023-06-30,3,0.00133686,0.002756666666666667,0.41729949632125196
2023-07-07,3,-0.04502821,0.002756666666666667,0.3985092469680044
2023-07-14,3,0.0450944,0.002756666666666667,0.41647978235447836
2023-07-21,3,-0.04958569,0.002756666666666667,0.3958283449753817
2023-07-28,3,0.03285418,0.0,0.408832960670305
2023-08-04,3,-0.01805613,0.002756666666666667,0.40145101958415713
2023-08-11,3,-0.03882351,0.002756666666666667,0.3858652819108214
2023-08-18,3,-0.04798633,0.0,0.3673490231575057
2023-08-25,3,-0.00337657,0.0027566666666666672,0.3661086434663828
2023-09-01,3,0.01316704,0.0020675000000000003,0.3709292106192503
2023-09-08,3,-0.00422303,0.0,0.3693627654349289
2023-09-15,3,-0.00659364,0.0,0.36692732033024655
2023-09-22,3,-0.01904603,0.0,0.35993881157941704
2023-09-29,3,-0.02205141,0.0,0.3520016532703666
2023-10-06,3,-0.02679536,0.0031012500000000007,0.34256964225039194
2023-10-13,3,0.00574614,0.002362857142857143,0.34453809537451263
2023-10-20,3,-0.01413125,0.0007383928571428572,0.33966934141425154
2023-10-27,3,0.00978775,0.0,0.3429939400106789
2023-11-03,3,0.02171498,0.0,0.350442046558132
2023-11-10,3,-0.00018367,0.0,0.35037768086744064
2023-11-17,3,0.00499132,0.0,0.3521265279935079
2023-11-24,3,-0.00562997,0.0006891666666666668,0.3501440662047003
2023-12-01,3,-0.03270554,0.0006891666666666668,0.33869241544167983
2023-12-08,3,-0.05118571,0.0007383928571428572,0.32135620368568246
2023-12-15,3,0.00831516,0.0012221674876847295,0.3240283319363215
2023-12-22,3,-0.0399529,0.001176336206896552,0.3110824603933029
2023-12-29,3,0.07994908,0.0010945588235294118,0.3359532169058839
2024-01-05,3,0.01729084,0.0017837254901960785,0.3417621302268889
2024-01-12,3,0.03302519,0.0006891666666666668,0.3530488895124367
2024-01-19,3,-0.11350312,0.0,0.31297673904023987
2024-01-26,3,0.06325689,0.0010945588235294118,0.332774674194267
2024-02-02,3,-0.06987528,0.0010945588235294118,0.3095219506580338
2024-02-09,3,0.00387188,0.001176336206896552,0.3107203825083476
2024-02-16,3,0.00593948,0.0012221674876847295,0.31256590000584833
2024-02-23,3,0.09885332,0.003839642857142858,0.3434640769402144
2024-03-01,3,-0.02161163,0.0,0.33604125839109095
2024-03-08,3,-0.00728852,0.0034458333333333337,0.3335920149584823
2024-03-15,3,0.02527012,0.0,0.34202192520752495
2024-03-22,3,-0.01480972,0.0,0.33695667626134057
2024-03-29,3,-0.10794848,0.002756666666666667,0.3005827152330768
2024-04-05,3,-0.04102047,0.002756666666666667,0.2882526709803398
2024-04-12,3,0.02179867,0.0027566666666666672,0.2945361958316588
2024-04-19,3,-0.06038917,0.0027566666666666672,0.2767493994304275
2024-04-26,3,0.08118318,0.002756666666666667,0.2992167957392798
2024-05-03,3,0.12355149,0.002756666666666667,0.3361854766858935
2024-05-10,3,0.05595273,0.002756666666666667,0.35499597189282056
2024-05-17,3,0.05965947,0.0,0.3761748434280811
2024-05-24,3,-0.02559548,0.002756666666666667,0.36654646774661453
2024-05-31,3,-0.02712679,0.0,0.35660323869081034
2024-06-07,3,0.08125481,0.0,0.38557896709601674
2024-06-14,3,-0.03763053,0.0,0.37106942620734107
2024-06-21,3,-0.01969212,0.0,0.363762282538135
2024-06-28,3,-0.02373129,0.0,0.3551297343201606
2024-07-05,3,0.00993371,0.0,0.35865749011327414
2024-07-12,3,-0.02039575,0.0,0.3513424016092963
2024-07-19,3,-0.01624712,0.0,0.3456340994492619
2024-07-26,3,0.00955383,0.0,0.3489362288776032
2024-08-02,3,-0.00241071,0.0007876190476190477,0.34809504482128567
2024-08-09,3,-0.00686983,0.0,0.3457036910395211
2024-08-16,3,0.00416657,0.0,0.3471440896674956
2024-08-23,3,-0.01026825,0.0,0.34357952736876735
2024-08-30,3,0.01757409,0.0,0.34961762490490356
2024-09-06,3,-0.01202219,0.0031012500000000007,0.34541445539094806
2024-09-13,2,-0.02148261,0.0020675000000000003,0.33799405135742194
2024-09-20,3,0.06833765,0.001550625,0.3610917705411674
2024-09-27,3,0.1305465,0.0007876190476190477,0.4082310373641199
2024-10-04,3,0.21493302,0.0007876190476190477,0.49597336708252304
2024-10-11,4,0.14636412,0.0,0.5685660724989934
2024-10-18,3,-0.02168662,0.0015506250000000004,0.5562357961398152
2024-10-25,3,-0.02219295,0.0031012500000000007,0.5438912829278741
2024-11-01,3,-0.02210519,0.0020675000000000003,0.5318684627794097
2024-11-08,3,0.01830078,0.0031012500000000007,0.5416020705056738
2024-11-15,3,-0.08335171,0.0035442857142857147,0.4964586117894853
2024-11-22,3,0.00396136,0.0031012500000000007,0.49842526307588364
2024-11-29,3,0.00527702,0.0034458333333333337,0.5010554631576404
2024-12-06,3,0.06937597,0.002756666666666667,0.535816671938001
2024-12-13,3,0.01567908,0.002756666666666667,0.5442177844026507
2024-12-20,3,-0.00958795,0.002756666666666667,0.5389998514966873
2024-12-27,3,0.01761675,0.0,0.5484952771305415
2025-01-03,3,-0.07620591,0.0006891666666666668,0.5066966954061064
2025-01-10,3,-0.02531828,0.0,0.49386800659673985
2025-01-17,3,0.02276214,0.0020675000000000003,0.5051094993044157
2025-01-24,3,0.00388338,0.0,0.5070710314318245
2025-01-31,3,0.01161177,0.0,0.5129590236224737
2025-02-07,3,0.03049793,0.0027566666666666672,0.5286032120177802
2025-02-14,3,0.02870258,0.0034458333333333337,0.5437754879989775
2025-02-21,3,0.01308888,0.0031012500000000007,0.5508929001083375
2025-02-28,3,-0.0285603,0.0,0.5351592336133734
2025-03-07,3,0.04644273,0.0,0.5600134894070863
2025-03-14,3,0.03701981,0.0,0.5807450823823737
2025-03-21,3,-0.08114273,0.0,0.533621840963793
2025-03-28,3,-0.008832,0.0006891666666666668,0.5289088928644008
2025-04-04,3,0.03022061,0.0,0.5448928422411876
2025-04-11,3,-0.05127225,0.0,0.5169549602105868
2025-04-18,3,0.01786819,0.0006891666666666668,0.526192009661072
2025-04-25,3,0.0186015,0.0,0.5359799703287824
2025-05-02,3,0.00249031,0.0,0.5373147266086918
2025-05-09,3,0.00872752,0.0,0.5420041516314638
2025-05-16,3,0.02147677,0.0,0.5536446501350979
2025-05-23,3,-0.01997944,0.0027566666666666672,0.5425831400664027
2025-05-30,3,-0.00701925,0.0,0.5387746133604916
2025-06-06,3,0.02411203,0.0,0.5517655630010782
2025-06-13,3,0.05525335,0.0,0.5822524587715239
2025-06-20,3,-0.02404547,0.0,0.5682519247417069
2025-06-27,3,0.07328684,0.0,0.6098973126299444
2025-07-04,3,0.00393333,0.0,0.6122962400266311
2025-07-11,3,0.06628763,0.0,0.6528839066359076
2025-07-18,3,0.05860023,0.0,0.6911430537280702
2025-07-25,3,0.02460527,0.0,0.7081488151736738
2025-08-01,3,-0.00661779,0.0,0.7034624350261056
2025-08-08,3,0.03429153,0.0,0.7275852382206763
2025-08-15,3,-0.01555524,0.0,0.7162674752196966
2025-08-22,3,0.00711009,0.005513333333333334,0.7213602014325814
2025-08-29,3,-0.03243225,0.005513333333333334,0.6979648670396695
2025-09-05,3,0.03589523,0.002756666666666667,0.7230184764739779
2025-09-12,3,-0.01388407,0.005513333333333334,0.7129800373353198
2025-09-19,3,-0.02738585,0.002756666666666667,0.6934544729798603
2025-09-26,3,-0.04236477,0.002756666666666667,0.6640764337265973
2025-10-03,3,0.03869687,0.0,0.6897741131525791
2025-10-10,3,-0.0474862,0.005513333333333334,0.657019361660593
2025-10-17,3,-0.06070877,0.005513333333333334,0.6171325243479933
2025-10-24,3,-0.02171967,0.003150476190476191,0.6037286095728879
2025-10-31,3,-0.02567172,0.006202500000000001,0.5882298577519434
2025-11-07,3,0.01045567,0.0027566666666666672,0.5943801950287446
2025-11-14,3,0.02009686,0.005513333333333334,0.60632537059501
2025-11-21,3,-0.06035502,0.002756666666666667,0.5697305907262408
2025-11-28,3,0.03888951,0.002756666666666667,0.5918871342315948
2025-12-05,3,-0.00641225,0.002756666666666667,0.5880918059551182
2025-12-12,3,0.01492025,0.002756666666666667,0.5968662827229201
2025-12-19,3,0.02555924,0.0,0.612121731290943
2025-12-26,3,0.01717583,0.002756666666666667,0.6226354300869019
2026-01-02,3,-0.02970755,0.002756666666666667,0.6041384569158238
2026-01-09,3,0.04796511,0.003150476190476191,0.6331160244570215
2026-01-16,3,0.00197001,0.003150476190476191,0.6343632693563621
2026-01-23,3,-0.00138159,0.002756666666666667,0.6334868394070521
2026-01-30,3,0.0049322,0.0,0.6366113231963756
2026-02-06,3,0.05296689,0.0,0.6703306451248725
2026-02-13,3,-0.00139703,0.0001198550724637682,0.6693941731037137
2026-02-20,3,-0.00424895,0.002876521739130435,0.6665499507319047
2026-02-27,3,-0.05982765,0.002756666666666667,0.6266718335719991
2026-03-06,3,-0.03241272,0.002756666666666667,0.6063596948985432
2026-03-13,3,-0.02931745,0.0034458333333333337,0.5885827748613399
2026-03-20,3,-0.03774042,0.0031012500000000007,0.5663694137333075
2026-03-27,3,-0.06090554,0.006202500000000001,0.531874378750397
2026-04-03,3,0.01270416,0.005907142857142857,0.5386313959579426
2026-04-10,3,-0.00664021,0.0031012500000000007,0.5350547703761888
2026-04-17,3,0.00457324,0.005513333333333334,0.537501704254264
2026-04-24,3,-0.02356517,0.0027566666666666672,0.5248353852182226
2026-05-01,3,-0.02203697,0.0031012500000000007,0.5132696035792301
2026-05-08,3,0.00660171,0.0031012500000000007,0.5166580606538752
2026-05-15,3,-0.06323217,0.0027566666666666672,0.48398865033073907
2026-05-22,3,-0.04171271,0.0034458333333333337,0.46380017211620156
2026-05-29,3,-0.0215061,0.0027566666666666672,0.45382563923465336
2026-06-05,3,-0.00729098,0.0027566666666666672,0.45051680557550633
2026-06-12,3,-0.01293957,0.0031012500000000007,0.4446873118335857
2026-06-19,3,-0.01447533,0.0027566666666666672,0.4382503162479816
2026-06-26,3,-0.04861348,0.0,0.4169454432640667
2026-07-03,3,0.08883577,0.002756666666666667,0.45398511276442133
2026-07-10,3,0.01220273,0.0027566666666666672,0.45952497051950514
2026-07-17,3,0.00335058,0.0031012500000000007,0.46106464569522837
2026-07-24,3,0.04833905,0.006202500000000001,0.4833520726567223
2026-07-31,3,0.03498874,0.006202500000000001,0.5002639526553695
2026-08-07,3,0.02334431,0.005907142857142857,0.5119422694479817
2026-08-14,3,-0.01865315,0.0034458333333333337,0.5023929335046281
