stock_code,week_end,decision_dt,available_date_dt,structural_regime,c_state,f_state,p_state,inst_ownership_pct_chg,q_inst_flow_z,q_return,month_end_dt,cbi_score,mtf_regime,fwd_4w,fwd_13w,fwd_26w
01177,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_ACCUMULATION,C→,F_UNKNOWN,P↓,0.46000000000000085,,-13.729729729729723,2020-12-31,19.333830699258307,BULLISH_STABLE,-0.0382436260623229,0.03682719546742219,0.0014164305949009304
02611,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.08200000000000074,,0.2781641168289273,2020-12-31,17.769516273757493,BEARISH_CONFIRMED,-0.002574002574002532,0.005148005148005064,-0.051480051480051414
00268,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-5.913999999999994,,10.987791342952269,2020-12-31,42.728549869598154,BULLISH_WARNING,-0.009493670886076,-0.20727848101265822,-0.19145569620253167
01093,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-0.5050000000000026,,3.3333333333333437,2020-12-31,16.068822152692942,BULLISH_WARNING,-0.0015105740181268201,0.22054380664652573,0.4833836858006042
03033,2021-01-01,2021-01-01,,,,,,,,,2020-12-31,,DATA_INSUFFICIENT,0.11961722488038284,0.014354066985646119,-0.06339712918660279
02202,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.16600000000001103,,1.3500000000000068,2020-12-31,26.359015584094927,BEARISH_CONFIRMED,0.047068891741548935,0.10269576379974321,-0.09841677364142065
06060,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P→,0.2469999999999999,,-0.1303780964797996,2020-12-31,38.40020864863127,BULLISH_WARNING,0.3204419889502761,0.3591160220994476,0.16436464088397784
00371,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,0.4299999999999997,,2.9126213592232997,2020-12-31,67.60388237078814,BULLISH_WARNING,0.01785714285714257,-0.07589285714285732,-0.0357142857142857
03800,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,1.8969999999999985,,62.5,2020-12-31,0.42263785194919634,BULLISH_STABLE,1.0,0.6379310344827587,0.9482758620689655
00354,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-2.5489999999999995,,34.51776649746192,2020-12-31,20.547266809203762,BULLISH_WARNING,0.09461077844311383,-0.026347305389221476,0.5293413173652695
01951,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-3.1200000000000045,,-16.695652173913047,2020-12-31,22.627199661290398,BEARISH_CONFIRMED,-0.008962868117797673,0.12804097311139584,0.21895006402048667
00357,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-7.803999999999988,,300.5524861878453,2020-12-31,11.783261267245981,BULLISH_WARNING,0.0924574209245741,-0.17639902676399022,-0.3126520681265207
00700,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,-0.007000000000005002,,2.6959005985851547,2020-12-31,47.187406069620714,BULLISH_WARNING,0.2160652663913989,0.16549977061017684,0.022260786308419656
00788,2021-01-01,2021-01-01,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-2.4000000000000057,,-2.638522427440626,2020-12-31,41.22561263680613,BEARISH_CONFIRMED,-0.02205071664829117,0.022050716648291058,-0.058434399117971436
00371,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,0.4299999999999997,,2.9126213592232997,2020-12-31,67.60388237078814,BULLISH_WARNING,-0.017316017316017285,-0.09090909090909094,-0.06926406926406936
03033,2021-01-08,2021-01-08,,,,,,,,,2020-12-31,,DATA_INSUFFICIENT,0.13387660069848661,-0.04074505238649584,-0.1431897555296856
00788,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-2.4000000000000057,,-2.638522427440626,2020-12-31,41.22561263680613,BEARISH_CONFIRMED,0.07255139056831927,0.09673518742442577,0.03264812575574361
01951,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-3.1200000000000045,,-16.695652173913047,2020-12-31,22.627199661290398,BEARISH_CONFIRMED,0.2813333333333332,0.17866666666666675,0.09333333333333327
02202,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.16600000000001103,,1.3500000000000068,2020-12-31,26.359015584094927,BEARISH_CONFIRMED,0.09141156462585043,0.0659013605442178,-0.10841836734693877
01177,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_ACCUMULATION,C→,F_UNKNOWN,P↓,0.46000000000000085,,-13.729729729729723,2020-12-31,19.333830699258307,BULLISH_STABLE,-0.018232819074333828,0.07433380084151486,-0.0813464235624124
00700,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,-0.007000000000005002,,2.6959005985851547,2020-12-31,47.187406069620714,BULLISH_WARNING,0.28942566175460627,0.08592508290328271,-0.05951376488825222
02611,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.08200000000000074,,0.2781641168289273,2020-12-31,17.769516273757493,BEARISH_CONFIRMED,-0.06083650190114065,-0.05323193916349811,-0.08111533586818753
00354,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-2.5489999999999995,,34.51776649746192,2020-12-31,20.547266809203762,BULLISH_WARNING,0.24550128534704352,0.05141388174807182,0.7930591259640101
06060,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P→,0.2469999999999999,,-0.1303780964797996,2020-12-31,38.40020864863127,BULLISH_WARNING,0.29810298102981037,0.30758807588075876,0.12059620596205978
01093,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-0.5050000000000026,,3.3333333333333437,2020-12-31,16.068822152692942,BULLISH_WARNING,-0.0014619883040934978,0.19590643274853803,0.30701754385964897
00268,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-5.913999999999994,,10.987791342952269,2020-12-31,42.728549869598154,BULLISH_WARNING,0.22084805653710227,-0.12014134275618382,-0.12014134275618382
03800,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,1.8969999999999985,,62.5,2020-12-31,0.42263785194919634,BULLISH_STABLE,1.2142857142857144,1.0071428571428571,0.6428571428571428
00357,2021-01-08,2021-01-08,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-7.803999999999988,,300.5524861878453,2020-12-31,11.783261267245981,BULLISH_WARNING,-0.04656319290465638,-0.2682926829268293,-0.4467849223946785
06060,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P→,0.2469999999999999,,-0.1303780964797996,2020-12-31,38.40020864863127,BULLISH_WARNING,0.4566929133858266,0.22440944881889746,0.24146981627296582
01951,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-3.1200000000000045,,-16.695652173913047,2020-12-31,22.627199661290398,BEARISH_CONFIRMED,0.4762258543833582,0.3447251114413077,0.19613670133729566
02611,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.08200000000000074,,0.2781641168289273,2020-12-31,17.769516273757493,BEARISH_CONFIRMED,-0.1281741233373639,-0.10157194679564685,-0.09794437726723093
00354,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-2.5489999999999995,,34.51776649746192,2020-12-31,20.547266809203762,BULLISH_WARNING,0.20901126408010007,0.020025031289111483,0.816020025031289
03800,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,1.8969999999999985,,62.5,2020-12-31,0.42263785194919634,BULLISH_STABLE,1.717557251908397,1.2061068702290076,0.8167938931297709
02202,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.16600000000001103,,1.3500000000000068,2020-12-31,26.359015584094927,BEARISH_CONFIRMED,0.009663703131039814,-0.038654812524159254,-0.16814843448009287
00788,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-2.4000000000000057,,-2.638522427440626,2020-12-31,41.22561263680613,BEARISH_CONFIRMED,0.0,0.03382187147688853,-0.03720405862457721
03033,2021-01-15,2021-01-15,,,,,,,,,2020-12-31,,DATA_INSUFFICIENT,0.17848970251716256,-0.06636155606407323,-0.1338672768878718
00268,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-5.913999999999994,,10.987791342952269,2020-12-31,42.728549869598154,BULLISH_WARNING,0.35178571428571437,-0.11964285714285716,-0.09107142857142858
01093,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-0.5050000000000026,,3.3333333333333437,2020-12-31,16.068822152692942,BULLISH_WARNING,0.034431137724550975,0.23952095808383222,0.4491017964071857
00700,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,-0.007000000000005002,,2.6959005985851547,2020-12-31,47.187406069620714,BULLISH_WARNING,0.17925347222222232,-0.020798611111111143,-0.12706597222222227
01177,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_ACCUMULATION,C→,F_UNKNOWN,P↓,0.46000000000000085,,-13.729729729729723,2020-12-31,19.333830699258307,BULLISH_STABLE,0.0785498489425982,0.1510574018126889,0.010574018126888296
00371,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,0.4299999999999997,,2.9126213592232997,2020-12-31,67.60388237078814,BULLISH_WARNING,-0.06198347107438018,-0.0826446280991735,-0.09090909090909083
00357,2021-01-15,2021-01-15,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-7.803999999999988,,300.5524861878453,2020-12-31,11.783261267245981,BULLISH_WARNING,0.07235142118863047,-0.14082687338501299,-0.3501291989664084
00700,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,-0.007000000000005002,,2.6959005985851547,2020-12-31,47.187406069620714,BULLISH_WARNING,0.07452984266101792,-0.08795135913067376,-0.23612166685532254
03033,2021-01-22,2021-01-22,,,,,,,,,2020-12-31,,DATA_INSUFFICIENT,0.07913669064748197,-0.13669064748201443,-0.26002055498458376
00357,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-7.803999999999988,,300.5524861878453,2020-12-31,11.783261267245981,BULLISH_WARNING,-0.0625,-0.19000000000000006,-0.3787499999999999
02202,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.16600000000001103,,1.3500000000000068,2020-12-31,26.359015584094927,BEARISH_CONFIRMED,0.04585403133358801,-0.11463507833397024,-0.20825372564004596
00371,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,0.4299999999999997,,2.9126213592232997,2020-12-31,67.60388237078814,BULLISH_WARNING,-0.05833333333333335,-0.07499999999999984,-0.10416666666666663
03800,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,1.8969999999999985,,62.5,2020-12-31,0.42263785194919634,BULLISH_STABLE,0.5677083333333333,0.671875,0.3333333333333335
02611,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.08200000000000074,,0.2781641168289273,2020-12-31,17.769516273757493,BEARISH_CONFIRMED,-0.08460634547591062,-0.11750881316098705,-0.11633372502937722
00354,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-2.5489999999999995,,34.51776649746192,2020-12-31,20.547266809203762,BULLISH_WARNING,-0.02515090543259557,-0.09758551307847074,0.34909456740442657
00788,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-2.4000000000000057,,-2.638522427440626,2020-12-31,41.22561263680613,BEARISH_CONFIRMED,0.04179728317659359,-0.06269592476489028,-0.1180773249738768
01951,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-3.1200000000000045,,-16.695652173913047,2020-12-31,22.627199661290398,BEARISH_CONFIRMED,0.33626760563380276,0.14084507042253525,-0.10915492957746475
01093,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-0.5050000000000026,,3.3333333333333437,2020-12-31,16.068822152692942,BULLISH_WARNING,0.005486968449931462,0.18106995884773647,0.31138545953360763
00268,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-5.913999999999994,,10.987791342952269,2020-12-31,42.728549869598154,BULLISH_WARNING,0.08221225710014957,-0.2092675635276533,-0.23168908819133038
06060,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P→,0.2469999999999999,,-0.1303780964797996,2020-12-31,38.40020864863127,BULLISH_WARNING,0.49943246311010214,0.07604994324631109,0.08399545970488087
01177,2021-01-22,2021-01-22,2020-11-14,STRUCTURAL_ACCUMULATION,C→,F_UNKNOWN,P↓,0.46000000000000085,,-13.729729729729723,2020-12-31,19.333830699258307,BULLISH_STABLE,-0.04641909814323608,0.06233421750663126,-0.1259946949602122
00268,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-5.913999999999994,,10.987791342952269,2020-12-31,42.728549869598154,BULLISH_WARNING,-0.1102236421725239,-0.17891373801916932,-0.22683706070287546
01093,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-0.5050000000000026,,3.3333333333333437,2020-12-31,16.068822152692942,BULLISH_WARNING,0.027231467473525006,0.2571860816944025,0.40090771558245075
00700,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,-0.007000000000005002,,2.6959005985851547,2020-12-31,47.187406069620714,BULLISH_WARNING,-0.028737800377265588,-0.08846059214303281,-0.3037808578692692
02611,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.08200000000000074,,0.2781641168289273,2020-12-31,17.769516273757493,BEARISH_CONFIRMED,-0.06451612903225812,-0.028387096774193488,-0.10838709677419356
00371,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,0.4299999999999997,,2.9126213592232997,2020-12-31,67.60388237078814,BULLISH_WARNING,-0.039473684210526216,-0.08333333333333337,-0.10087719298245612
03033,2021-01-29,2021-01-29,,,,,,,,,2020-12-31,,DATA_INSUFFICIENT,-0.04594017094017089,-0.11752136752136744,-0.2809829059829059
00357,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-7.803999999999988,,300.5524861878453,2020-12-31,11.783261267245981,BULLISH_WARNING,-0.25835189309576845,-0.26169265033407574,-0.5044543429844097
01951,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-3.1200000000000045,,-16.695652173913047,2020-12-31,22.627199661290398,BEARISH_CONFIRMED,0.12015503875968991,0.28036175710594313,-0.06976744186046513
00788,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-2.4000000000000057,,-2.638522427440626,2020-12-31,41.22561263680613,BEARISH_CONFIRMED,0.045095828635851154,0.0,-0.07102593010146552
00354,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-2.5489999999999995,,34.51776649746192,2020-12-31,20.547266809203762,BULLISH_WARNING,-0.13238512035010952,-0.07658643326039394,0.4934354485776804
01177,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_ACCUMULATION,C→,F_UNKNOWN,P↓,0.46000000000000085,,-13.729729729729723,2020-12-31,19.333830699258307,BULLISH_STABLE,0.2061855670103092,0.16789396170839455,-0.08689248895434465
06060,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P→,0.2469999999999999,,-0.1303780964797996,2020-12-31,38.40020864863127,BULLISH_WARNING,0.09100418410041855,-0.03765690376569031,-0.12029288702928875
03800,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,1.8969999999999985,,62.5,2020-12-31,0.42263785194919634,BULLISH_STABLE,0.19396551724137945,0.28017241379310365,0.2068965517241379
02202,2021-01-29,2021-01-29,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.16600000000001103,,1.3500000000000068,2020-12-31,26.359015584094927,BEARISH_CONFIRMED,0.20637515324887623,-0.026563138536984,-0.24928483857785033
03033,2021-02-05,2021-02-05,,,,,,,,,2021-01-31,,DATA_INSUFFICIENT,-0.11806981519507187,-0.18993839835728954,-0.3182751540041068
00354,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-2.5489999999999995,,34.51776649746192,2021-01-31,24.143343548416077,BULLISH_WARNING,-0.218782249742002,-0.16408668730650156,0.4478844169246645
00371,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,0.4299999999999997,,2.9126213592232997,2021-01-31,70.72559287559899,BULLISH_WARNING,-0.04405286343612336,-0.07048458149779746,-0.07048458149779746
00357,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-7.803999999999988,,300.5524861878453,2021-01-31,32.66499994434264,BULLISH_WARNING,-0.21046511627906972,-0.23139534883720936,-0.44418604651162796
03800,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,1.8969999999999985,,62.5,2021-01-31,0.0,BULLISH_STABLE,-0.09677419354838723,-0.15806451612903227,-0.08387096774193559
00788,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-2.4000000000000057,,-2.638522427440626,2021-01-31,13.184617907095776,BEARISH_CONFIRMED,0.12401352874859084,-0.011273957158962733,-0.0033821871476887866
00268,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-5.913999999999994,,10.987791342952269,2021-01-31,30.82789574837361,BULLISH_WARNING,-0.23878437047756862,-0.30390738060781464,-0.30824891461649784
02611,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.08200000000000074,,0.2781641168289273,2021-01-31,53.80640198804888,BEARISH_CONFIRMED,-0.005398110661268607,0.0161943319838056,-0.022941970310391357
01951,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-3.1200000000000045,,-16.695652173913047,2021-01-31,20.164753928670386,BEARISH_CONFIRMED,-0.2018730489073881,-0.055150884495317354,-0.26430801248699265
06060,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P→,0.2469999999999999,,-0.1303780964797996,2021-01-31,61.06692627520128,BULLISH_WARNING,0.028183716075156573,-0.10647181628392488,-0.13152400835073064
00700,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,-0.007000000000005002,,2.6959005985851547,2021-01-31,37.388754705040114,BULLISH_WARNING,-0.07575365604979223,-0.18658408534080018,-0.3897250163590158
01177,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_ACCUMULATION,C→,F_UNKNOWN,P↓,0.46000000000000085,,-13.729729729729723,2021-01-31,32.36958379746778,BULLISH_STABLE,0.11999999999999988,0.07428571428571429,-0.06571428571428573
01093,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-0.5050000000000026,,3.3333333333333437,2021-01-31,39.571058950912416,BULLISH_WARNING,0.020497803806734938,0.19912152269399708,0.3733528550512446
02202,2021-02-05,2021-02-05,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.16600000000001103,,1.3500000000000068,2021-01-31,48.73583814181336,BEARISH_CONFIRMED,0.09738994935722634,-0.08180755746007018,-0.2493182703544995
00371,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,0.4299999999999997,,2.9126213592232997,2021-01-31,70.72559287559899,BULLISH_WARNING,-0.026431718061673992,-0.07048458149779746,0.008810572687224738
00700,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P↑,-0.007000000000005002,,2.6959005985851547,2021-01-31,37.388754705040114,BULLISH_WARNING,-0.1445417740154582,-0.23614280456385717,-0.3870592565329408
00354,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-2.5489999999999995,,34.51776649746192,2021-01-31,24.143343548416077,BULLISH_WARNING,-0.24534161490683226,-0.17184265010351973,0.6097308488612836
02611,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.08200000000000074,,0.2781641168289273,2021-01-31,53.80640198804888,BEARISH_CONFIRMED,0.01109570041608876,0.09708737864077666,0.05131761442441052
06060,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DIVERGENCE,C→,F_UNKNOWN,P→,0.2469999999999999,,-0.1303780964797996,2021-01-31,61.06692627520128,BULLISH_WARNING,-0.08108108108108103,-0.26216216216216215,-0.34864864864864864
02202,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DECLINE,C→,F_UNKNOWN,P→,0.16600000000001103,,1.3500000000000068,2021-01-31,48.73583814181336,BEARISH_CONFIRMED,0.06699846860643177,-0.12251148545176105,-0.1761102603369067
00268,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-5.913999999999994,,10.987791342952269,2021-01-31,30.82789574837361,BULLISH_WARNING,-0.31175693527080584,-0.37252311756935275,-0.3408190224570674
01177,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_ACCUMULATION,C→,F_UNKNOWN,P↓,0.46000000000000085,,-13.729729729729723,2021-01-31,32.36958379746778,BULLISH_STABLE,0.11064425770308128,0.12745098039215708,-0.12885154061624648
01951,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-3.1200000000000045,,-16.695652173913047,2021-01-31,20.164753928670386,BEARISH_CONFIRMED,-0.24609964771011572,0.02516356316054358,-0.3256165072974333
00788,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-2.4000000000000057,,-2.638522427440626,2021-01-31,13.184617907095776,BEARISH_CONFIRMED,0.056369785794814,-0.03382187147688831,-0.059751972942502785
01093,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-0.5050000000000026,,3.3333333333333437,2021-01-31,39.571058950912416,BULLISH_WARNING,0.18668596237337187,0.3878437047756873,0.40086830680173646
00357,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-7.803999999999988,,300.5524861878453,2021-01-31,32.66499994434264,BULLISH_WARNING,-0.09999999999999998,-0.19277108433734935,-0.3409638554216867
03033,2021-02-12,2021-02-12,,,,,,,,,2021-01-31,,DATA_INSUFFICIENT,-0.18349514563106806,-0.26990291262135935,-0.3660194174757282
03800,2021-02-12,2021-02-12,2020-11-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,1.8969999999999985,,62.5,2021-01-31,0.0,BULLISH_STABLE,-0.353932584269663,-0.2696629213483146,-0.2528089887640449
01093,2021-02-19,2021-02-19,2021-02-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-3.338000000000001,,-17.866004962779158,2021-01-31,39.571058950912416,BEARISH_CONFIRMED,0.1377899045020463,0.34379263301500673,0.21691678035470674
02611,2021-02-19,2021-02-19,2021-02-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,0.6409999999999982,,7.7669902912621325,2021-01-31,53.80640198804888,BULLISH_STABLE,-0.05391527599486523,-0.010269576379974388,-0.03209242618741981
03800,2021-02-19,2021-02-19,2021-02-14,STRUCTURAL_DIVERGENCE,C↓,F_UNKNOWN,P↑,-2.4510000000000005,,346.1538461538461,2021-01-31,0.0,BULLISH_WARNING,-0.32558139534883723,-0.14950166112956798,-0.15282392026578073
00357,2021-02-19,2021-02-19,2021-02-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-2.774000000000001,,-5.517241379310345,2021-01-31,32.66499994434264,BEARISH_CONFIRMED,-0.0013333333333332975,-0.09066666666666667,-0.16666666666666663
01177,2021-02-19,2021-02-19,2021-02-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-1.75,,-11.528822055137855,2021-01-31,32.36958379746778,BEARISH_CONFIRMED,0.13630041724617525,0.15855354659248944,-0.17802503477051468
03033,2021-02-19,2021-02-19,,,,,,,,,2021-01-31,,DATA_INSUFFICIENT,-0.19428571428571417,-0.2438095238095238,-0.4438095238095239
00268,2021-02-19,2021-02-19,2021-02-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,9.924999999999997,,58.00000000000001,2021-01-31,30.82789574837361,BULLISH_STABLE,-0.2624309392265194,-0.27348066298342544,-0.3204419889502762
06060,2021-02-19,2021-02-19,2021-02-14,STRUCTURAL_DECLINE,C↓,F_UNKNOWN,P↓,-10.688000000000002,,-5.483028720626615,2021-01-31,61.06692627520128,BEARISH_CONFIRMED,-0.21044663133989405,-0.36411809235427706,-0.493565480696442
00354,2021-02-19,2021-02-19,2021-02-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,4.587000000000003,,57.54716981132076,2021-01-31,24.143343548416077,BULLISH_STABLE,-0.2301341589267285,-0.11351909184726516,0.3178534571723426
00371,2021-02-19,2021-02-19,2021-02-14,STRUCTURAL_ACCUMULATION,C↑,F_UNKNOWN,P↑,8.134000000000007,,5.660377358490565,2021-01-31,70.72559287559899,BULLISH_STABLE,0.004424778761062065,-0.0265486725663715,-0.022123893805309658
