stock_code,stock_name,month_end,change_percent,turnover_rate,m_turnover_zscore,m_turnover_pctl,m_turnover_ma_ratio,turnover_liquidity_regime,m_volume_ma_ratio,m_volume_accel,vol_dir,turn_dir,m_vp_regime,cbi_score,cbi_state,cost_position,cost_vs_weekly_vwap,cost_vs_monthly_vwap,cost_vs_quarterly_vwap,monthly_behavior_state,m_vwap_deviation,m_turnover_efficiency,data_quality
00371,北控水务,2010-01-31,0.0,6.67,,,,,,,,,,,,,-0.8281409924375973,-0.8380249599031495,,,-0.8380249599031495,0.0,C
00371,北控水务,2010-02-28,24.13793103448276,1.58,,,,,,,,,,,,,-0.7917356121337304,-0.7903041953652348,,,-0.7903041953652348,15.277171540811874,C
00371,北控水务,2010-03-31,44.444444444444464,4.04,,,0.9861676159479251,,0.9994946862169191,,→,→,VP_STABLE_ASCENT,,,COST_DISADVANTAGE,-0.7210338497361943,-0.7157273570353396,-0.7100983734555191,Improving,-0.7157273570353396,11.001100110011006,C
00371,北控水务,2010-04-30,28.846153846153854,3.2,,,0.8263395739186572,,0.8351009337579569,-0.5078248076362183,↓,↓,VP_LOCKED_CANDIDATE,,,COST_DISADVANTAGE,-0.6792189302878127,-0.6633171253193713,-0.6264729042599957,Improving,-0.6633171253193713,9.014423076923078,C
00371,北控水务,2010-05-31,-44.77611940298508,3.54,,,0.9301103520756699,,0.9379130708675019,1.2324254624617614,→,→,VP_NEUTRAL,,,COST_DISADVANTAGE,-0.780035212208159,-0.7903846206771497,-0.7937238426510423,Stable,-0.7903846206771497,-12.648621300278272,C
00371,北控水务,2010-06-30,-37.83783783783784,3.39,-0.25177170243737906,0.5,0.9072256913470116,T3,0.9203436033632144,-0.1539863983155888,→,→,VP_NEUTRAL,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.8666393884430038,-0.8643578586301999,-0.8731098400620207,Stable,-0.8643578586301999,-11.161604081958064,C
00371,北控水务,2010-07-31,30.43478260869563,3.5300000000000002,-0.13629896358896113,0.5714285714285714,1.0985477178423237,T3,1.0958795989275043,0.10215487457174399,→,→,VP_STABLE_ASCENT,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.813489125119298,-0.8086289364107884,-0.8344910957330706,Improving,-0.8086289364107884,8.621751447222557,C
00371,北控水务,2010-08-31,-6.666666666666654,4.04,0.2367979113965867,0.875,1.1149954001839926,T3,1.2066313577904952,0.2607450826670952,↑,↑,VP_SELLING_ACTIVE,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.8357543433783633,-0.8323924625420789,-0.8455250226841993,Deteriorating,-0.8323924625420789,-1.6501650165016468,C
00371,北控水务,2010-09-30,28.57142857142856,3.12,-0.47651573752151305,0.2222222222222222,0.899135446685879,T3,1.0777130791186957,0.16227846286184744,→,↓,VP_NEUTRAL,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.7895583202877313,-0.7876759928207867,-0.7816205903175282,Stable,-0.7876759928207867,9.157509157509153,C
00371,北控水务,2010-10-31,13.888888888888884,4.62,0.7471465995057763,0.9,1.2464028776978417,T4,1.4258606008238928,0.6721434842420895,↑,↑,VP_EXPANSION,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.7722716881728229,-0.7704889194148417,-0.7512901167505182,Stable,-0.7704889194148417,3.0062530062530053,C
00371,北控水务,2010-11-30,-2.4390243902438935,5.75,1.610107299715838,0.9090909090909091,1.411042944785276,T5,1.5443888680318163,0.6529413750790285,↑↑,↑,VP_NEUTRAL,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.776222829467073,-0.7802300635971962,-0.7573562114639202,Stable,-0.7802300635971962,-0.42417815482502497,C
00371,北控水务,2010-12-31,35.00000000000001,7.33,2.595124317954773,1.0,1.549137020077492,T5,1.6262202634972727,1.3615441038936105,↑↑,↑↑,VP_OVERHEAT,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.7205142269250668,-0.7096854735395728,-0.7045741349701738,Deteriorating,-0.7096854735395728,4.774897680763985,C
00371,北控水务,2011-01-31,22.22222222222221,7.44,2.3903945105671984,1.0,1.3820433436532509,T5,1.4075972431120587,0.6158096478915687,↑,↑,VP_EXPANSION,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.6756355064675169,-0.6869744862515733,-0.6389239427413236,Stable,-0.6869744862515733,2.986857825567501,C
00371,北控水务,2011-02-28,36.36363636363635,4.54,-0.003595280050720998,0.6666666666666666,0.8304878048780489,T3,0.8312506337422165,-0.2115539933480155,↓,↓,VP_LOCKED_CANDIDATE,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.6628374644120913,-0.6410779668023106,-0.5076235582836232,Improving,-0.6410779668023106,8.009611533840607,C
00371,北控水务,2011-03-31,-7.777777777777784,4.89,0.19823320453763568,0.75,0.8487127567254844,T3,0.8477042412191678,-0.33364929189103676,↓,↓,VP_DECLINE_SILENT,50.0,CBI_STABLE,COST_DISADVANTAGE,-0.6734937588331567,-0.6861840635823244,-0.6499648286311572,Deteriorating,-0.6861840635823244,-1.590547602817543,C
