stock_code,stock_name,month_end,change_percent,turnover_rate,m_turnover_zscore,m_turnover_pctl,m_turnover_ma_ratio,turnover_liquidity_regime,m_volume_ma_ratio,m_volume_accel,vol_dir,turn_dir,m_vp_regime,cbi_score,cbi_state,cost_position,cost_vs_weekly_vwap,cost_vs_monthly_vwap,cost_vs_quarterly_vwap,monthly_behavior_state,m_vwap_deviation,m_turnover_efficiency,data_quality
00020,商汤科技,2021-12-31,0.0,1.75,,,,,,,,,VP_NEUTRAL,,,COST_ADVANTAGE,0.21549693465244868,0.21549693465244868,0.21549693465244868,Stable,0.21549693465244868,0.0,A
00020,商汤科技,2022-01-31,22.363636363636363,5.76,,,,,,,,,VP_NEUTRAL,,,COST_NEUTRAL,0.00984541726491206,-0.08903221541506456,0.4873262491292689,Stable,-0.08903221541506456,3.882575757575758,A
00020,商汤科技,2022-02-28,-4.011887072808329,1.32,,,0.44847112117780297,,0.45666986812696475,,↓,↓,VP_DECLINE_SILENT,,,COST_NEUTRAL,-0.05858849435132629,-0.04589844115405084,0.42765639960996693,Deteriorating,-0.04589844115405084,-3.039308388491158,A
00020,商汤科技,2022-03-31,-4.7987616099071095,1.19,,,0.4750499001996008,,0.4731797064772815,-0.32281746358829155,↓,↓,VP_DECLINE_SILENT,,,COST_DISADVANTAGE,-0.04913021099985304,-0.04110623195418228,-0.139594135805874,Deteriorating,-0.04110623195418228,-4.0325727814345464,A
00020,商汤科技,2022-04-30,-15.772357723577246,0.55,,,0.2601702932828761,,0.2515530532173631,-0.9075145549893093,↓,↓,VP_DECLINE_SILENT,,,COST_NEUTRAL,0.09575704781019945,-0.008397230271663836,-0.2753004265812078,Deteriorating,-0.008397230271663836,-28.677014042867718,A
00020,商汤科技,2022-05-31,-1.9305019305019266,0.42,-0.9092265021813671,0.16666666666666666,0.22929936305732482,T2,0.22419637064237302,-0.695469966214277,↓,↓,VP_DECLINE_SILENT,42.96559852876535,CBI_ACTIVE,COST_NEUTRAL,0.058207038790236476,0.05486758355002497,-0.2892907658363968,Deteriorating,0.05486758355002497,-4.59643316786173,A
00020,商汤科技,2022-06-30,-38.38582677165354,6.949999999999999,2.8212937922207955,1.0,2.5756639901173566,T5,2.5885084919391157,4.895642348592603,↑↑,↑↑,VP_PANIC,11.975495158207588,CBI_TURBULENT,COST_DISADVANTAGE,-0.45478198302669415,-0.16179155223809416,-0.19532338927915205,Deteriorating,-0.16179155223809416,-5.523140542683963,A
00020,商汤科技,2022-07-31,-25.559105431309902,13.43,4.425844137309824,1.0,3.377200335289187,T5,3.378099795855378,24.385694264061122,↑↑,↑↑,VP_PANIC,7.499443575937342,CBI_TURBULENT,COST_DISADVANTAGE,-0.014142101763829684,-0.06479893433405215,-0.4009915325943847,Deteriorating,-0.06479893433405215,-1.9031351773127254,A
00020,商汤科技,2022-08-31,6.008583690987135,5.58,0.3889034316044054,0.6666666666666666,1.1906116642958748,T3,1.1944619776774108,12.709643491133008,↑,↑,VP_EXPANSION,11.071147517128642,CBI_TURBULENT,COST_NEUTRAL,0.09408239847914945,0.09550244043685208,-0.3649996075142189,Improving,0.09550244043685208,1.0768071130801318,A
00020,商汤科技,2022-09-30,-35.22267206477733,8.49,1.0812666665218256,0.9,1.438170525127047,T4,1.4403777242595366,0.22135886446908715,↑,↑,VP_SELLING_ACTIVE,4.596067496941997,CBI_TURBULENT,COST_DISADVANTAGE,-0.08045801737382186,-0.24521136927605192,-0.31286111267890915,Deteriorating,-0.24521136927605192,-4.14872462482654,A
00020,商汤科技,2022-10-31,-25.625000000000007,7.79,0.7984278611180871,0.8181818181818182,1.0956399437412094,T4,1.0966958530814406,-0.4186833494042209,→,→,VP_NEUTRAL,10.328558193113974,CBI_TURBULENT,COST_DISADVANTAGE,-0.035995385847788275,-0.10086956714350337,-0.4889404525549387,Stable,-0.10086956714350337,-3.289473684210527,A
00020,商汤科技,2022-11-30,60.504201680672274,24.72,4.986392802184734,1.0,2.2150537634408605,T5,2.2121081611698963,3.4149186804945586,↑↑,↑↑,VP_OVERHEAT,2.71435336566662,CBI_TURBULENT,COST_NEUTRAL,0.015939731755819864,0.06464360602624963,-0.17972795326044788,Deteriorating,0.06464360602624963,2.447580974137228,A
