Signal_Date,Signal_Name,Details
2025-06-10,头肩顶,"{'Signal_Date': Timestamp('2025-06-10 00:00:00'), 'Break_Price': 4.73, 'Neckline': 4.822000000000003, 'Volume_Ratio': 6.8834, 'Left_Shoulder_Date': Timestamp('2024-12-23 00:00:00'), 'Left_Shoulder_Price': 5.31, 'Head_Date': Timestamp('2025-05-12 00:00:00'), 'Head_Price': 5.58, 'Right_Shoulder_Date': Timestamp('2025-06-09 00:00:00'), 'Right_Shoulder_Price': 5.13}"
2025-11-21,头肩顶,"{'Signal_Date': Timestamp('2025-11-21 00:00:00'), 'Break_Price': 5.19, 'Neckline': 5.656190476190474, 'Volume_Ratio': 1.5127, 'Left_Shoulder_Date': Timestamp('2025-08-06 00:00:00'), 'Left_Shoulder_Price': 6.0, 'Head_Date': Timestamp('2025-09-25 00:00:00'), 'Head_Price': 6.55, 'Right_Shoulder_Date': Timestamp('2025-11-18 00:00:00'), 'Right_Shoulder_Price': 5.84}"
2021-12-13,双顶,"{'Signal_Date': Timestamp('2021-12-13 00:00:00'), 'Break_Price': 11.61, 'Neckline': 11.83, 'Volume_Ratio': 1.6808, 'Left_Peak_Date': Timestamp('2021-10-22 00:00:00'), 'Left_Peak_Price': 13.63, 'Right_Peak_Date': Timestamp('2021-11-17 00:00:00'), 'Right_Peak_Price': 13.89, 'Valley_Date': Timestamp('2021-11-03 00:00:00'), 'Valley_Price': 11.83}"
2023-02-22,双顶,"{'Signal_Date': Timestamp('2023-02-22 00:00:00'), 'Break_Price': 5.65, 'Neckline': 5.7, 'Volume_Ratio': 2.0893, 'Left_Peak_Date': Timestamp('2022-11-16 00:00:00'), 'Left_Peak_Price': 6.94, 'Right_Peak_Date': Timestamp('2022-12-07 00:00:00'), 'Right_Peak_Price': 6.96, 'Valley_Date': Timestamp('2022-11-28 00:00:00'), 'Valley_Price': 5.7}"
2024-05-29,双顶,"{'Signal_Date': Timestamp('2024-05-29 00:00:00'), 'Break_Price': 3.92, 'Neckline': 4.18, 'Volume_Ratio': 2.5773, 'Left_Peak_Date': Timestamp('2024-04-10 00:00:00'), 'Left_Peak_Price': 4.74, 'Right_Peak_Date': Timestamp('2024-05-03 00:00:00'), 'Right_Peak_Price': 4.84, 'Valley_Date': Timestamp('2024-04-19 00:00:00'), 'Valley_Price': 4.18}"
2024-11-22,双顶,"{'Signal_Date': Timestamp('2024-11-22 00:00:00'), 'Break_Price': 5.31, 'Neckline': 5.5, 'Volume_Ratio': 1.5857, 'Left_Peak_Date': Timestamp('2024-10-21 00:00:00'), 'Left_Peak_Price': 6.56, 'Right_Peak_Date': Timestamp('2024-11-08 00:00:00'), 'Right_Peak_Price': 6.69, 'Valley_Date': Timestamp('2024-10-28 00:00:00'), 'Valley_Price': 5.5}"
2025-03-31,双顶,"{'Signal_Date': Timestamp('2025-03-31 00:00:00'), 'Break_Price': 5.15, 'Neckline': 5.73, 'Volume_Ratio': 1.7502, 'Left_Peak_Date': Timestamp('2025-02-10 00:00:00'), 'Left_Peak_Price': 6.71, 'Right_Peak_Date': Timestamp('2025-02-24 00:00:00'), 'Right_Peak_Price': 6.58, 'Valley_Date': Timestamp('2025-02-19 00:00:00'), 'Valley_Price': 5.73}"
2026-02-24,双顶,"{'Signal_Date': Timestamp('2026-02-24 00:00:00'), 'Break_Price': 4.15, 'Neckline': 4.5, 'Volume_Ratio': 3.6768, 'Left_Peak_Date': Timestamp('2025-06-10 00:00:00'), 'Left_Peak_Price': 5.13, 'Right_Peak_Date': Timestamp('2025-06-26 00:00:00'), 'Right_Peak_Price': 5.01, 'Valley_Date': Timestamp('2025-06-23 00:00:00'), 'Valley_Price': 4.5}"
2025-10-14,双顶,"{'Signal_Date': Timestamp('2025-10-14 00:00:00'), 'Break_Price': 5.62, 'Neckline': 5.69, 'Volume_Ratio': 1.6255, 'Left_Peak_Date': Timestamp('2025-09-25 00:00:00'), 'Left_Peak_Price': 6.55, 'Right_Peak_Date': Timestamp('2025-10-13 00:00:00'), 'Right_Peak_Price': 6.42, 'Valley_Date': Timestamp('2025-10-13 00:00:00'), 'Valley_Price': 5.69}"
2021-10-05,三重顶,"{'Signal_Date': Timestamp('2021-10-05 00:00:00'), 'Break_Price': 12.01, 'Neckline': 12.13, 'Volume_Ratio': 3.0578, 'Peak1_Date': Timestamp('2021-09-06 00:00:00'), 'Peak1_Price': 14.31, 'Peak2_Date': Timestamp('2021-09-14 00:00:00'), 'Peak2_Price': 13.95, 'Peak3_Date': Timestamp('2021-09-27 00:00:00'), 'Peak3_Price': 14.51}"
2023-07-21,三重顶,"{'Signal_Date': Timestamp('2023-07-21 00:00:00'), 'Break_Price': 4.24, 'Neckline': 4.36, 'Volume_Ratio': 2.9208, 'Peak1_Date': Timestamp('2023-04-19 00:00:00'), 'Peak1_Price': 5.29, 'Peak2_Date': Timestamp('2023-05-02 00:00:00'), 'Peak2_Price': 5.08, 'Peak3_Date': Timestamp('2023-06-16 00:00:00'), 'Peak3_Price': 5.25}"
2024-05-29,三重顶,"{'Signal_Date': Timestamp('2024-05-29 00:00:00'), 'Break_Price': 3.92, 'Neckline': 4.01, 'Volume_Ratio': 2.5773, 'Peak1_Date': Timestamp('2023-07-04 00:00:00'), 'Peak1_Price': 4.98, 'Peak2_Date': Timestamp('2023-07-14 00:00:00'), 'Peak2_Price': 5.01, 'Peak3_Date': Timestamp('2023-07-31 00:00:00'), 'Peak3_Price': 4.77}"
2025-03-31,三重顶,"{'Signal_Date': Timestamp('2025-03-31 00:00:00'), 'Break_Price': 5.15, 'Neckline': 5.36, 'Volume_Ratio': 1.7502, 'Peak1_Date': Timestamp('2025-02-10 00:00:00'), 'Peak1_Price': 6.71, 'Peak2_Date': Timestamp('2025-02-24 00:00:00'), 'Peak2_Price': 6.58, 'Peak3_Date': Timestamp('2025-03-06 00:00:00'), 'Peak3_Price': 6.58}"
2025-11-21,三重顶,"{'Signal_Date': Timestamp('2025-11-21 00:00:00'), 'Break_Price': 5.19, 'Neckline': 5.38, 'Volume_Ratio': 1.5127, 'Peak1_Date': Timestamp('2025-07-17 00:00:00'), 'Peak1_Price': 6.01, 'Peak2_Date': Timestamp('2025-07-28 00:00:00'), 'Peak2_Price': 5.92, 'Peak3_Date': Timestamp('2025-08-06 00:00:00'), 'Peak3_Price': 6.0}"
2025-09-02,MACD顶背离 + 均线死叉,"{'Signal_Date': Timestamp('2025-09-02 00:00:00'), 'close': 6.01, 'ema5': 6.3, 'ema20': 6.1665, 'macd_dif': 0.2232, 'macd_histogram': -0.0786, 'volume_ratio5': 0.8386}"
2025-09-03,MACD顶背离 + 均线死叉,"{'Signal_Date': Timestamp('2025-09-03 00:00:00'), 'close': 5.96, 'ema5': 6.1867, 'ema20': 6.1468, 'macd_dif': 0.1802, 'macd_histogram': -0.1317, 'volume_ratio5': 0.486}"
2025-03-10,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-03-10 00:00:00'), 'close': 6.18, 'macd_dif': 0.1563, 'macd_histogram': -0.0214, 'volume': 46067017.0, 'volume_ratio5': 0.745}"
2025-08-21,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-21 00:00:00'), 'close': 6.16, 'macd_dif': 0.2538, 'macd_histogram': 0.0673, 'volume': 58336394.0, 'volume_ratio5': 0.5012}"
2025-08-29,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-29 00:00:00'), 'close': 6.5, 'macd_dif': 0.2938, 'macd_histogram': 0.0416, 'volume': 66466461.0, 'volume_ratio5': 0.7492}"
2025-09-01,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-01 00:00:00'), 'close': 6.32, 'macd_dif': 0.2698, 'macd_histogram': -0.0051, 'volume': 57976993.0, 'volume_ratio5': 0.6616}"
2025-09-03,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-03 00:00:00'), 'close': 5.96, 'macd_dif': 0.1802, 'macd_histogram': -0.1317, 'volume': 35111000.0, 'volume_ratio5': 0.486}"
2025-09-16,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-16 00:00:00'), 'close': 5.9, 'macd_dif': -0.0003, 'macd_histogram': -0.0959, 'volume': 28719700.0, 'volume_ratio5': 0.7399}"
2025-09-22,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-22 00:00:00'), 'close': 6.19, 'macd_dif': 0.0449, 'macd_histogram': 0.012, 'volume': 32353693.0, 'volume_ratio5': 0.6701}"
2025-08-29,RSI顶背离 + 均线死叉,"{'Signal_Date': Timestamp('2025-08-29 00:00:00'), 'close': 6.5, 'ema5': 6.5075, 'ema20': 6.1685, 'rsi14': 70.0, 'volume_ratio5': 0.7492}"
2025-09-01,RSI顶背离 + 均线死叉,"{'Signal_Date': Timestamp('2025-09-01 00:00:00'), 'close': 6.32, 'ema5': 6.445, 'ema20': 6.183, 'rsi14': 64.8148, 'volume_ratio5': 0.6616}"
2025-09-02,RSI顶背离 + 均线死叉,"{'Signal_Date': Timestamp('2025-09-02 00:00:00'), 'close': 6.01, 'ema5': 6.3, 'ema20': 6.1665, 'rsi14': 55.042, 'volume_ratio5': 0.8386}"
2025-09-03,RSI顶背离 + 均线死叉,"{'Signal_Date': Timestamp('2025-09-03 00:00:00'), 'close': 5.96, 'ema5': 6.1867, 'ema20': 6.1468, 'rsi14': 47.6636, 'volume_ratio5': 0.486}"
2025-09-04,RSI顶背离 + 均线死叉,"{'Signal_Date': Timestamp('2025-09-04 00:00:00'), 'close': 5.66, 'ema5': 6.0111, 'ema20': 6.1005, 'rsi14': 40.3361, 'volume_ratio5': 1.1832}"
2025-07-21,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-07-21 00:00:00'), 'close': 5.48, 'rsi14': 69.0141, 'volume': 66643500.0, 'volume_ratio5': 0.5615}"
2025-07-22,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-07-22 00:00:00'), 'close': 5.5, 'rsi14': 75.188, 'volume': 54700200.0, 'volume_ratio5': 0.429}"
2025-08-22,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-22 00:00:00'), 'close': 6.45, 'rsi14': 74.6193, 'volume': 71894339.0, 'volume_ratio5': 0.7207}"
2025-08-25,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-25 00:00:00'), 'close': 6.45, 'rsi14': 72.3757, 'volume': 76372527.0, 'volume_ratio5': 0.7372}"
2025-08-28,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-28 00:00:00'), 'close': 6.63, 'rsi14': 75.2632, 'volume': 74693000.0, 'volume_ratio5': 0.8741}"
2025-08-29,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-29 00:00:00'), 'close': 6.5, 'rsi14': 70.0, 'volume': 66466461.0, 'volume_ratio5': 0.7492}"
2025-09-01,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-01 00:00:00'), 'close': 6.32, 'rsi14': 64.8148, 'volume': 57976993.0, 'volume_ratio5': 0.6616}"
2025-09-02,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-02 00:00:00'), 'close': 6.01, 'rsi14': 55.042, 'volume': 70404085.0, 'volume_ratio5': 0.8386}"
2025-09-03,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-03 00:00:00'), 'close': 5.96, 'rsi14': 47.6636, 'volume': 35111000.0, 'volume_ratio5': 0.486}"
2025-09-05,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-05 00:00:00'), 'close': 5.83, 'rsi14': 36.6071, 'volume': 49684431.0, 'volume_ratio5': 0.8224}"
2025-09-08,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-08 00:00:00'), 'close': 5.79, 'rsi14': 35.3982, 'volume': 42124000.0, 'volume_ratio5': 0.7383}"
2025-09-09,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-09 00:00:00'), 'close': 5.71, 'rsi14': 38.0952, 'volume': 30961000.0, 'volume_ratio5': 0.5746}"
2025-09-10,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-10 00:00:00'), 'close': 5.76, 'rsi14': 40.4762, 'volume': 31612000.0, 'volume_ratio5': 0.6873}"
2025-09-26,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-26 00:00:00'), 'close': 6.02, 'rsi14': 57.0552, 'volume': 49791332.0, 'volume_ratio5': 0.9423}"
2025-09-29,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-29 00:00:00'), 'close': 6.09, 'rsi14': 61.7284, 'volume': 33680745.0, 'volume_ratio5': 0.6633}"
2025-09-30,RSI顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-30 00:00:00'), 'close': 6.27, 'rsi14': 64.5714, 'volume': 42459659.0, 'volume_ratio5': 0.8318}"
2025-09-10,RSI顶背离 + 均线死叉 + 放量跌破支撑 / 看跌K线,"{'Signal_Date': Timestamp('2025-09-10 00:00:00'), 'close': 5.76, 'ema5': 5.8098, 'ema20': 5.9911, 'rsi14': 40.4762, 'volume_ratio5': 0.6873}"
2025-10-10,RSI顶背离 + 均线死叉 + 放量跌破支撑 / 看跌K线,"{'Signal_Date': Timestamp('2025-10-10 00:00:00'), 'close': 5.85, 'ema5': 6.022, 'ema20': 6.0865, 'rsi14': 41.8079, 'volume_ratio5': 2.0612}"
2025-03-03,均线死叉,"{'Signal_Date': Timestamp('2025-03-03 00:00:00'), 'close': 5.49, 'ema5': 5.7945, 'ema20': 5.849, 'volume_ratio5': 0.4475}"
2025-03-20,均线死叉,"{'Signal_Date': Timestamp('2025-03-20 00:00:00'), 'close': 5.8, 'ema5': 5.9466, 'ema20': 5.9746, 'volume_ratio5': 0.7634}"
2025-05-23,均线死叉,"{'Signal_Date': Timestamp('2025-05-23 00:00:00'), 'close': 4.96, 'ema5': 5.0496, 'ema20': 5.0795, 'volume_ratio5': 0.7619}"
2025-06-10,均线死叉,"{'Signal_Date': Timestamp('2025-06-10 00:00:00'), 'close': 4.73, 'ema5': 4.924, 'ema20': 4.9875, 'volume_ratio5': 6.8834}"
2025-07-02,均线死叉,"{'Signal_Date': Timestamp('2025-07-02 00:00:00'), 'close': 4.83, 'ema5': 4.8722, 'ema20': 4.8766, 'volume_ratio5': 0.7819}"
2025-09-04,均线死叉,"{'Signal_Date': Timestamp('2025-09-04 00:00:00'), 'close': 5.66, 'ema5': 6.0111, 'ema20': 6.1005, 'volume_ratio5': 1.1832}"
2025-10-09,均线死叉,"{'Signal_Date': Timestamp('2025-10-09 00:00:00'), 'close': 6.07, 'ema5': 6.108, 'ema20': 6.1114, 'volume_ratio5': 2.6306}"
2026-01-27,均线死叉,"{'Signal_Date': Timestamp('2026-01-27 00:00:00'), 'close': 5.18, 'ema5': 5.2303, 'ema20': 5.2348, 'volume_ratio5': 1.0559}"
2026-04-23,均线死叉,"{'Signal_Date': Timestamp('2026-04-23 00:00:00'), 'close': 3.54, 'ema5': 3.5741, 'ema20': 3.5848, 'volume_ratio5': 0.7944}"
2026-06-15,均线死叉,"{'Signal_Date': Timestamp('2026-06-15 00:00:00'), 'close': 3.52, 'ema5': 3.7248, 'ema20': 3.7682, 'volume_ratio5': 0.9571}"
2025-01-02,空头排列,"{'Signal_Date': Timestamp('2025-01-02 00:00:00'), 'close': 4.69, 'ema5': 4.9497, 'ema10': 5.031, 'ema20': 5.1419, 'ema60': 5.2076, 'volume_ratio5': 1.475}"
2025-01-03,空头排列,"{'Signal_Date': Timestamp('2025-01-03 00:00:00'), 'close': 4.6, 'ema5': 4.8332, 'ema10': 4.9526, 'ema20': 5.0903, 'ema60': 5.1877, 'volume_ratio5': 0.8398}"
2025-01-06,空头排列,"{'Signal_Date': Timestamp('2025-01-06 00:00:00'), 'close': 4.65, 'ema5': 4.7721, 'ema10': 4.8976, 'ema20': 5.0483, 'ema60': 5.1701, 'volume_ratio5': 0.5231}"
2025-01-07,空头排列,"{'Signal_Date': Timestamp('2025-01-07 00:00:00'), 'close': 4.63, 'ema5': 4.7247, 'ema10': 4.8489, 'ema20': 5.0085, 'ema60': 5.1524, 'volume_ratio5': 0.5901}"
2025-01-08,空头排列,"{'Signal_Date': Timestamp('2025-01-08 00:00:00'), 'close': 4.55, 'ema5': 4.6665, 'ema10': 4.7946, 'ema20': 4.9648, 'ema60': 5.1326, 'volume_ratio5': 0.8764}"
2025-01-09,空头排列,"{'Signal_Date': Timestamp('2025-01-09 00:00:00'), 'close': 4.62, 'ema5': 4.651, 'ema10': 4.7628, 'ema20': 4.932, 'ema60': 5.1158, 'volume_ratio5': 0.6365}"
2025-01-10,空头排列,"{'Signal_Date': Timestamp('2025-01-10 00:00:00'), 'close': 4.49, 'ema5': 4.5973, 'ema10': 4.7132, 'ema20': 4.8899, 'ema60': 5.0953, 'volume_ratio5': 0.9656}"
2025-01-13,空头排列,"{'Signal_Date': Timestamp('2025-01-13 00:00:00'), 'close': 4.59, 'ema5': 4.5949, 'ema10': 4.6908, 'ema20': 4.8613, 'ema60': 5.0787, 'volume_ratio5': 0.9123}"
2025-01-14,空头排列,"{'Signal_Date': Timestamp('2025-01-14 00:00:00'), 'close': 4.76, 'ema5': 4.6499, 'ema10': 4.7034, 'ema20': 4.8517, 'ema60': 5.0683, 'volume_ratio5': 1.3953}"
2025-04-02,空头排列,"{'Signal_Date': Timestamp('2025-04-02 00:00:00'), 'close': 5.0, 'ema5': 5.1584, 'ema10': 5.3528, 'ema20': 5.5632, 'ema60': 5.5995, 'volume_ratio5': 0.6307}"
2025-04-03,空头排列,"{'Signal_Date': Timestamp('2025-04-03 00:00:00'), 'close': 4.94, 'ema5': 5.0856, 'ema10': 5.2777, 'ema20': 5.5038, 'ema60': 5.5779, 'volume_ratio5': 1.1184}"
2025-04-07,空头排列,"{'Signal_Date': Timestamp('2025-04-07 00:00:00'), 'close': 4.0, 'ema5': 4.7237, 'ema10': 5.0454, 'ema20': 5.3606, 'ema60': 5.5262, 'volume_ratio5': 2.875}"
2025-04-08,空头排列,"{'Signal_Date': Timestamp('2025-04-08 00:00:00'), 'close': 4.16, 'ema5': 4.5358, 'ema10': 4.8844, 'ema20': 5.2463, 'ema60': 5.4814, 'volume_ratio5': 1.5557}"
2025-04-09,空头排列,"{'Signal_Date': Timestamp('2025-04-09 00:00:00'), 'close': 4.39, 'ema5': 4.4872, 'ema10': 4.7945, 'ema20': 5.1647, 'ema60': 5.4456, 'volume_ratio5': 1.2982}"
2025-04-10,空头排列,"{'Signal_Date': Timestamp('2025-04-10 00:00:00'), 'close': 4.54, 'ema5': 4.5048, 'ema10': 4.7483, 'ema20': 5.1052, 'ema60': 5.4159, 'volume_ratio5': 0.8453}"
2025-04-11,空头排列,"{'Signal_Date': Timestamp('2025-04-11 00:00:00'), 'close': 4.58, 'ema5': 4.5299, 'ema10': 4.7177, 'ema20': 5.0552, 'ema60': 5.3885, 'volume_ratio5': 0.6729}"
2025-04-14,空头排列,"{'Signal_Date': Timestamp('2025-04-14 00:00:00'), 'close': 4.65, 'ema5': 4.5699, 'ema10': 4.7054, 'ema20': 5.0166, 'ema60': 5.3643, 'volume_ratio5': 0.6975}"
2025-05-27,空头排列,"{'Signal_Date': Timestamp('2025-05-27 00:00:00'), 'close': 4.99, 'ema5': 5.0143, 'ema10': 5.0598, 'ema20': 5.0624, 'ema60': 5.1609, 'volume_ratio5': 0.614}"
2025-05-28,空头排列,"{'Signal_Date': Timestamp('2025-05-28 00:00:00'), 'close': 4.86, 'ema5': 4.9629, 'ema10': 5.0235, 'ema20': 5.0431, 'ema60': 5.151, 'volume_ratio5': 1.2669}"
2025-05-29,空头排列,"{'Signal_Date': Timestamp('2025-05-29 00:00:00'), 'close': 5.06, 'ema5': 4.9952, 'ema10': 5.0301, 'ema20': 5.0447, 'ema60': 5.148, 'volume_ratio5': 1.0161}"
2025-05-30,空头排列,"{'Signal_Date': Timestamp('2025-05-30 00:00:00'), 'close': 4.95, 'ema5': 4.9802, 'ema10': 5.0156, 'ema20': 5.0357, 'ema60': 5.1415, 'volume_ratio5': 0.7512}"
2025-06-02,空头排列,"{'Signal_Date': Timestamp('2025-06-02 00:00:00'), 'close': 4.9, 'ema5': 4.9534, 'ema10': 4.9945, 'ema20': 5.0228, 'ema60': 5.1336, 'volume_ratio5': 0.381}"
2025-06-03,空头排列,"{'Signal_Date': Timestamp('2025-06-03 00:00:00'), 'close': 4.92, 'ema5': 4.9423, 'ema10': 4.981, 'ema20': 5.013, 'ema60': 5.1266, 'volume_ratio5': 0.6368}"
2025-06-04,空头排列,"{'Signal_Date': Timestamp('2025-06-04 00:00:00'), 'close': 4.89, 'ema5': 4.9249, 'ema10': 4.9644, 'ema20': 5.0013, 'ema60': 5.1189, 'volume_ratio5': 1.6025}"
2025-06-05,空头排列,"{'Signal_Date': Timestamp('2025-06-05 00:00:00'), 'close': 5.03, 'ema5': 4.9599, 'ema10': 4.9764, 'ema20': 5.004, 'ema60': 5.116, 'volume_ratio5': 1.6058}"
2025-06-06,空头排列,"{'Signal_Date': Timestamp('2025-06-06 00:00:00'), 'close': 5.01, 'ema5': 4.9766, 'ema10': 4.9825, 'ema20': 5.0046, 'ema60': 5.1125, 'volume_ratio5': 0.9981}"
2025-06-10,空头排列,"{'Signal_Date': Timestamp('2025-06-10 00:00:00'), 'close': 4.73, 'ema5': 4.924, 'ema10': 4.9555, 'ema20': 4.9875, 'ema60': 5.0999, 'volume_ratio5': 6.8834}"
2025-06-11,空头排列,"{'Signal_Date': Timestamp('2025-06-11 00:00:00'), 'close': 4.83, 'ema5': 4.8927, 'ema10': 4.9327, 'ema20': 4.9725, 'ema60': 5.091, 'volume_ratio5': 1.2209}"
2025-06-12,空头排列,"{'Signal_Date': Timestamp('2025-06-12 00:00:00'), 'close': 4.88, 'ema5': 4.8885, 'ema10': 4.9231, 'ema20': 4.9637, 'ema60': 5.0841, 'volume_ratio5': 1.2031}"
2025-06-13,空头排列,"{'Signal_Date': Timestamp('2025-06-13 00:00:00'), 'close': 4.96, 'ema5': 4.9123, 'ema10': 4.9298, 'ema20': 4.9634, 'ema60': 5.08, 'volume_ratio5': 1.7653}"
2025-06-16,空头排列,"{'Signal_Date': Timestamp('2025-06-16 00:00:00'), 'close': 5.0, 'ema5': 4.9415, 'ema10': 4.9426, 'ema20': 4.9668, 'ema60': 5.0774, 'volume_ratio5': 0.7212}"
2025-06-18,空头排列,"{'Signal_Date': Timestamp('2025-06-18 00:00:00'), 'close': 4.76, 'ema5': 4.8718, 'ema10': 4.9031, 'ema20': 4.9414, 'ema60': 5.0614, 'volume_ratio5': 0.4692}"
