stock_code,stock_name,week_end,w_volume_ratio,w_volume_breakout,w_volume_shrink,w_turnover_deviation,w_turnover_spike,w_vwap_deviation,w_ma_slope,w_breakout,w_breakdown,tactical_signal,data_quality
01951,锦鑫生殖,2019-06-28,,0,0,,0,-0.12478335268857843,,0,0,Consolidation,A
01951,锦鑫生殖,2019-07-05,,0,0,,0,-0.015273358242909763,,0,0,Consolidation,A
01951,锦鑫生殖,2019-07-12,,0,0,,0,-0.05818773715609371,减速,0,0,Consolidation,A
01951,锦鑫生殖,2019-07-19,,0,0,,0,0.002807210761075707,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-07-26,,0,0,,0,-0.02471920422954277,减速,0,0,Consolidation,A
01951,锦鑫生殖,2019-08-02,,0,0,,0,-0.06852538645059691,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2019-08-09,,0,0,,0,0.005704127662523817,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2019-08-16,,0,0,-0.7724719101123596,0,-0.006437237983638933,减速,0,0,Pullback,A
01951,锦鑫生殖,2019-08-23,,0,0,-0.7840986977381769,0,-0.021069346064385375,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-08-30,0.5860226168226568,0,0,-0.41290322580645156,0,-0.018462417928970076,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-09-06,0.7189258885360733,0,0,-0.28037383177570097,0,0.018611386607314317,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-09-13,1.2141440652903854,0,0,0.21300813008130093,1,-0.04080014218727113,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2019-09-20,0.8851540225840113,0,0,-0.11669613538772428,0,0.00011117617313116668,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-09-27,0.4254396604940613,0,1,-0.3297297297297298,0,-0.026840778612723604,减速,0,0,Consolidation,A
01951,锦鑫生殖,2019-10-04,0.24600486497597832,0,1,-0.5626523647001462,0,0.012158361683291208,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2019-10-11,0.5253613454263995,0,0,-0.10628961482203791,0,0.026633979382181483,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-10-18,0.7231419615322682,0,0,0.15205223880597019,0,0.02309196934607871,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-10-25,0.43775482694572243,0,1,-0.33576642335766427,0,-0.012234277445510755,减速,0,0,Consolidation,A
01951,锦鑫生殖,2019-11-01,0.47596960869629945,0,1,-0.2683982683982684,0,0.0030474063041512345,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-11-08,0.5679364614278478,0,0,-0.15040845747236897,0,-0.05519755470764465,减速,0,0,Consolidation,A
01951,锦鑫生殖,2019-11-15,0.6539863251051253,0,0,-0.35154394299287406,0,-0.023787943094950248,减速,0,0,Pullback,A
01951,锦鑫生殖,2019-11-22,0.896661757746544,0,0,-0.20812182741116747,0,-0.03988130471612561,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-11-29,1.471139661848221,0,0,0.3023572076155936,0,-0.07142358660836301,减速,0,0,Consolidation,A
01951,锦鑫生殖,2019-12-06,0.6774279510606874,0,0,-0.36585365853658536,0,-0.0169427975583315,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-12-13,0.5945548082884111,0,0,-0.35287610619469034,0,-0.021953120682225213,加速,0,0,Consolidation,A
01951,锦鑫生殖,2019-12-20,1.0510109068544828,0,0,0.19646017699115048,0,-0.06006175808312286,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2019-12-27,0.7370786214560747,0,0,-0.15654761904761916,0,-0.048041311512392215,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2020-01-03,1.4439935520067926,0,0,0.5806979280261724,0,-0.01607239136255667,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-01-10,1.3656199124782606,0,0,0.5070496083550917,0,-0.015898440370035738,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-01-17,4.056694340611787,1,0,3.055045871559633,1,0.050657600108544365,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-01-24,1.0114787629819624,0,0,-0.02587871765160288,0,-0.07452683993327436,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-01-31,0.5105824805300975,0,0,-0.538431525555989,0,-0.030228549725776932,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-02-07,1.1877399272189224,0,0,0.030728376327769036,0,-0.01817281483382338,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-02-14,1.062740273295337,0,0,-0.09669117647058834,0,-0.01958868566278371,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2020-02-21,1.1853272582565026,0,0,0.022783908864364655,0,-0.054887193999409556,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-02-28,0.9695872779996864,0,0,-0.1458483754512635,0,-0.040137988047340034,减速,0,1,Breakdown,A
01951,锦鑫生殖,2020-03-06,1.2661992463153884,0,0,0.08519409137753353,0,0.017141592296024744,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-03-13,2.0271620985271284,1,0,0.6846652267818578,0,-0.0729950355090524,减速,0,1,Breakdown,A
01951,锦鑫生殖,2020-03-20,2.478215580535352,1,0,1.0273597811217514,1,-0.011208908617286628,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-03-27,1.0649185220024577,0,0,-0.14383561643835618,0,0.0030668812593896977,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-04-03,0.85733574079551,0,0,-0.2913469171738554,0,-0.014871460724799057,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-04-10,0.5373552357476125,0,0,-0.5416327637645781,0,-0.04168820701048159,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-04-17,0.5362791190757095,0,0,-0.4595842956120093,0,-0.020838185587513935,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-04-24,0.7810071666708014,0,0,-0.19206611570247945,0,-0.03446270304150478,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-05-01,0.41046211449690695,0,1,-0.5756676557863502,0,0.006652717285460019,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-05-08,0.5249539264103017,0,0,-0.45318860244233383,0,-0.004180868888292055,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2020-05-15,0.8625931025484453,0,0,-0.0764309764309764,0,-0.021430946114292082,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-05-22,1.325368342946818,0,0,0.393309516076648,0,-0.10586297316806736,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-05-29,0.6959034041187623,0,0,-0.2714239165852069,0,-0.014513495421628608,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-06-05,0.8691925965719512,0,0,-0.18507462686567178,0,-0.04739088807928449,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-06-12,0.9170391807894351,0,0,-0.06976744186046524,0,-0.025167844798375638,减速,0,0,Pullback,A
01951,锦鑫生殖,2020-06-19,1.2035423833891514,0,0,0.41609931918301957,0,-0.00414936323920756,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-06-26,0.7095903151106672,0,0,-0.1408977556109725,0,-0.02379171621388909,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2020-07-03,2.6631664423105104,1,0,1.9999999999999996,1,0.039627668249039516,加速,1,0,Breakout,A
01951,锦鑫生殖,2020-07-10,5.749871068472763,1,0,4.3562351927633,1,-0.04240542147143167,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-07-17,2.239464677550443,1,0,0.9891243202700171,0,0.011074432507266918,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-07-24,1.0690354863487295,0,0,-0.06657044921522637,0,-0.059233458015358176,减速,0,0,Pullback,A
01951,锦鑫生殖,2020-07-31,0.6768553928957696,0,0,-0.43796133567662565,0,-0.012568110881290395,加速,0,0,Pullback,A
01951,锦鑫生殖,2020-08-07,1.1391330547400855,0,0,-0.11823815106347357,0,-0.048126931839904685,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-08-14,0.5449076709115064,0,0,-0.5806451612903225,0,0.014237860274190606,加速,0,0,Pullback,A
01951,锦鑫生殖,2020-08-21,0.31570836104202055,0,1,-0.750523377529658,0,-0.021922256865206213,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-08-28,0.5456696288539782,0,0,-0.5682490001738827,0,-0.020479021434028688,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-09-04,0.7368120737856082,0,0,-0.4109165808444901,0,-0.06449843429303104,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-09-11,0.33130738565684975,0,1,-0.7351558418944801,0,-0.027472557788859264,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-09-18,0.25047855489839094,0,1,-0.7942075912933981,0,-0.016283046656133005,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-09-25,0.3350472862544112,0,1,-0.7196955970284471,0,-0.02581405670662351,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-10-02,0.10389018812427475,0,1,-0.9070290151205558,0,-0.020548086309167157,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-10-09,0.31870551993708046,0,1,-0.5536119209588597,0,-0.04035096828646434,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-10-16,0.3626507585736112,0,1,-0.34755332496863234,0,-0.03504594076818213,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-10-23,0.3380312572653294,0,1,-0.3200190204469804,0,-0.03989250837121194,减速,0,1,Breakdown,A
01951,锦鑫生殖,2020-10-30,0.2974858391714459,0,1,-0.3609831029185866,0,-0.040502074563277035,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-11-06,0.41061712479317586,0,1,4.440892098500626e-16,0,-0.0036487089827598185,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-11-13,1.7005233210157715,0,0,2.5966877739892844,1,0.019318666264649842,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-11-20,3.2302031976205767,1,0,3.854563044179298,1,0.1159006422508071,加速,1,0,Breakout,A
01951,锦鑫生殖,2020-11-27,2.2881461759626207,1,0,1.462395543175488,0,0.031058876597870322,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-12-04,2.504058391240006,1,0,1.3476225671347621,0,0.01580994324489171,减速,1,0,Breakout,A
01951,锦鑫生殖,2020-12-11,0.6904692873972876,0,0,-0.38424359594006774,0,-0.010658771019517843,减速,0,0,Consolidation,A
01951,锦鑫生殖,2020-12-18,0.9955651742701412,0,0,-0.1481310567604982,0,0.01588569095886072,加速,0,0,Consolidation,A
01951,锦鑫生殖,2020-12-25,0.4955803980767236,0,1,-0.596551724137931,0,-0.020911918496921422,减速,0,0,Consolidation,A
01951,锦鑫生殖,2021-01-01,0.5424480300643554,0,0,-0.5773542600896862,0,0.002801488338080471,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-01-08,3.161469050398079,1,0,1.4083083832335332,0,-0.014736919973650786,减速,0,0,Consolidation,A
01951,锦鑫生殖,2021-01-15,1.3587704777273795,0,0,0.01411930815390039,0,-0.04469979998229068,减速,0,0,Pullback,A
01951,锦鑫生殖,2021-01-22,1.501391437020972,0,0,0.09101401483924154,0,0.093837696859983,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-01-29,0.9380922174547068,0,0,-0.3248094027954257,0,-0.0671185678322399,减速,0,0,Consolidation,A
01951,锦鑫生殖,2021-02-05,1.8356699478159746,1,0,0.3183738889698384,0,0.06120159604909392,加速,1,0,Breakout,A
01951,锦鑫生殖,2021-02-12,0.3122408532636663,0,1,-0.7607983782940901,0,0.009951956437771248,减速,0,0,Consolidation,A
01951,锦鑫生殖,2021-02-19,0.869173510866185,0,0,-0.22749239305530689,0,0.05962647064786175,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-02-26,1.7971959002122502,0,0,0.7095575221238939,0,-0.10604074097259153,减速,0,0,Pullback,A
01951,锦鑫生殖,2021-03-05,1.2867524831277142,0,0,0.3313253012048192,0,-0.08423458796802341,减速,0,0,Consolidation,A
01951,锦鑫生殖,2021-03-12,1.0096376036231036,0,0,0.03728222996515673,0,0.012469311416780204,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-03-19,0.42596048873913095,0,1,-0.5514068306494425,0,-0.01750874689484705,加速,0,0,Pullback,A
01951,锦鑫生殖,2021-03-26,0.4569885239986799,0,1,-0.5210406844770386,0,0.011597757738576853,加速,0,0,Pullback,A
01951,锦鑫生殖,2021-04-02,0.48206483201687295,0,1,-0.5156950672645739,0,0.05030931733203792,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-04-09,0.32811633482090374,0,1,-0.6577561765897124,0,-0.014284811974403566,减速,0,0,Consolidation,A
01951,锦鑫生殖,2021-04-16,0.6288096419026119,0,0,-0.34643008027038447,0,0.03507245283238736,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2021-04-23,0.8123774109793006,0,0,-0.17309397163120566,0,0.02307628526626604,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-04-30,0.8472655725132251,0,0,-0.11422845691382755,0,-0.0054194831198225435,减速,0,0,Consolidation,A
01951,锦鑫生殖,2021-05-07,0.47746442916390186,0,1,-0.44262295081967207,0,-0.04172403705144767,减速,0,0,Pullback,A
01951,锦鑫生殖,2021-05-14,0.9681735105342937,0,0,0.09828653022370304,0,0.05040890493883787,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-05-21,0.3977432520488218,0,1,-0.5273904382470119,0,-0.013047689594567258,减速,0,0,Consolidation,A
01951,锦鑫生殖,2021-05-28,1.0143338870146925,0,0,0.2266187050359716,0,-0.024533854510568553,减速,0,0,Pullback,A
01951,锦鑫生殖,2021-06-04,1.7925450452313194,0,0,1.1914488017429194,1,-0.06888827818583487,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-06-11,1.0816095339724074,0,0,0.332309410779112,0,-0.037602779055353586,减速,0,0,Pullback,A
01951,锦鑫生殖,2021-06-18,0.8485872792989738,0,0,0.012527233115468439,0,0.014540666395203461,加速,0,0,Pullback,A
01951,锦鑫生殖,2021-06-25,1.4576565244867448,0,0,0.5775577557755776,0,-0.010472014618059688,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-07-02,0.823291032289959,0,0,-0.09975,0,-0.03377600168991357,减速,0,0,Pullback,A
01951,锦鑫生殖,2021-07-09,2.0764064217830542,1,0,1.0867678958785252,0,-0.06765340003334308,减速,0,0,Consolidation,A
01951,锦鑫生殖,2021-07-16,0.9630301965869639,0,0,-0.10564430244941425,0,-0.014369747336518746,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-07-23,1.0067226104863976,0,0,-0.10477397549640899,0,-0.05489077668389708,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2021-07-30,3.08575755203786,1,0,1.5811764705882356,1,0.048762871495557025,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2021-08-06,1.258720002040835,0,0,0.03454795462358207,0,-0.0033504242312233368,加速,0,0,Consolidation,A
01951,锦鑫生殖,2021-08-13,0.9080693338874808,0,0,-0.23621640248104758,0,-0.04499301894515806,平稳,0,0,Consolidation,A
01951,锦鑫生殖,2021-08-20,0.946169599200762,0,0,-0.22030237580993517,0,-0.07291942353089331,减速,0,1,Breakdown,A
01951,锦鑫生殖,2021-08-27,0.4989829124693602,0,1,-0.5747870528109029,0,-0.027590478310372424,加速,0,0,Consolidation,A
