stock_code,stock_name,decision_date,structural_regime,monthly_behavior_state,tactical_signal,cbi_score,cost_position,chip_stability_confidence,mtf_regime,qcfp_score,structure_behavior_alignment,market_context,evidence_summary,ai_check,data_quality,align_method
01951,锦鑫生殖,2019-06-28,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:nan(B); 触发:Consolidation(C); 置信度:Low,PASSED,,data_insufficient
01951,锦鑫生殖,2019-07-05,STATE_UNDETERMINED,,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-07-12,STATE_UNDETERMINED,,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-07-19,STATE_UNDETERMINED,,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-07-26,STATE_UNDETERMINED,,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-08-02,STATE_UNDETERMINED,,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-08-09,STATE_UNDETERMINED,,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-08-16,STATE_UNDETERMINED,,Pullback,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Pullback(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-08-23,STATE_UNDETERMINED,,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-08-30,STATE_UNDETERMINED,,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-09-06,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-09-13,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-09-20,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-09-27,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-10-04,STATE_UNDETERMINED,Improving,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01951,锦鑫生殖,2019-10-11,STATE_UNDETERMINED,Improving,Consolidation,,COST_NEUTRAL,Low,DATA_INSUFFICIENT,,Unknown,risk_off,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
