stock_code,trade_date,daily_state,d_breakout,d_distribution,d_pullback,d_accumulation,d_decline,d_trend_score,d_vol_ratio,d_near_high,d_inst_flow,d_flow_z,d_flow_slope,stock_name,data_quality
01951,2019-06-25,DAILY_NEUTRAL,0,0,0,0,0,0.0,,,,,,锦鑫生殖,B
01951,2019-06-26,DAILY_NEUTRAL,0,0,0,0,0,0.0,,,,,,锦鑫生殖,B
01951,2019-06-27,DAILY_NEUTRAL,0,0,0,0,0,0.0,,,,,,锦鑫生殖,B
01951,2019-06-28,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.3820745665236847,,,,,锦鑫生殖,B
01951,2019-07-02,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.21637479228900394,,,,,锦鑫生殖,B
01951,2019-07-03,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.5814655669745794,,,,,锦鑫生殖,B
01951,2019-07-04,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.4527615213611112,,,,,锦鑫生殖,B
01951,2019-07-05,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.22009443888057356,,,,,锦鑫生殖,B
01951,2019-07-08,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.2583383523622459,,,,,锦鑫生殖,B
01951,2019-07-09,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.18666314888102703,,,,,锦鑫生殖,B
01951,2019-07-10,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.20643673957973221,0.8323754789272031,,,,锦鑫生殖,B
01951,2019-07-11,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.5950947772723695,0.8256704980842912,,,,锦鑫生殖,B
01951,2019-07-12,DAILY_NEUTRAL,0,0,0,0,0,0.0,2.196155310096572,0.7978927203065135,,,,锦鑫生殖,B
01951,2019-07-15,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.6102481527517862,0.8113026819923372,,,,锦鑫生殖,B
01951,2019-07-16,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.6282512489640896,0.8132183908045978,,,,锦鑫生殖,B
01951,2019-07-17,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.6149394183467501,0.8208812260536399,,,,锦鑫生殖,B
01951,2019-07-18,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.2723646211521593,0.8448275862068966,,,,锦鑫生殖,B
01951,2019-07-19,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.6882887011414935,0.8534482758620691,,,,锦鑫生殖,B
01951,2019-07-22,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.9625359844013285,0.8237547892720306,,,,锦鑫生殖,B
01951,2019-07-23,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.8643880850701545,0.8419540229885057,,,,锦鑫生殖,B
01951,2019-07-24,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.6350884275318741,0.8333333333333333,,,,锦鑫生殖,B
01951,2019-07-25,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.5061909239583533,0.8827655310621243,,,,锦鑫生殖,B
01951,2019-07-26,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.32774101370677267,0.8777555110220441,,,,锦鑫生殖,B
01951,2019-07-29,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.7778139628215124,0.9234800838574425,,,,锦鑫生殖,B
01951,2019-07-30,DAILY_NEUTRAL,0,0,0,0,0,100.0,7.117842910252443,0.9706498951781971,,,,锦鑫生殖,B
01951,2019-07-31,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.2814278368049967,0.9937106918238995,,,,锦鑫生殖,B
01951,2019-08-01,DAILY_BREAKOUT,1,0,0,0,0,100.0,1.6281955826576726,1.0335429769392035,,,,锦鑫生殖,B
01951,2019-08-02,DAILY_PULLBACK,0,0,1,0,0,100.0,2.072988811772414,0.9,,,,锦鑫生殖,B
01951,2019-08-05,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.9366011120721395,0.8454545454545453,,,,锦鑫生殖,B
01951,2019-08-06,DAILY_PULLBACK,0,0,1,0,0,100.0,0.7674633566955283,0.8939393939393939,,,,锦鑫生殖,B
